o3_8,o3,pm10,pm25,co,so2,so2_24,no2,aqi,aqi_rank
0,0,66,128,4,17,0,8,182.93430656934302,3
0,0,62,128,10,17,0,10,182.93430656934302,3
0,0,62,124,5,21,0,8,180.8905109489051,3
0,0,50,112,4,22,0,9,174.75912408759126,3
0,0,64,128,3,13,0,8,182.93430656934302,3
0,0,52,112,5,18,0,8,174.75912408759126,3
0,0,38,84,4,22,0,8,160.45255474452551,3
0,0,52,108,4,19,0,10,172.71532846715328,3
0,0,50,108,3,21,0,10,172.71532846715328,3
0,0,68,136,4,20,0,8,187.02189781021897,3
0,0,56,116,5,23,0,10,176.80291970802918,3
0,0,80,152,4,23,0,8,201.73573573573572,4
0,0,64,124,8,25,0,10,180.8905109489051,3
0,0,96,180,3,20,0,8,215.46946946946946,4
0,0,82,156,5,34,0,8,203.6976976976977,4
0,0,58,120,6,25,0,8,178.84671532846713,3
0,0,92,172,3,19,0,8,211.54554554554556,4
0,0,46,100,3,20,0,8,168.62773722627736,3
0,0,62,124,4,17,0,8,180.8905109489051,3
0,0,82,152,3,22,0,9,201.73573573573572,4
0,0,68,136,4,25,0,8,187.02189781021897,3
0,0,78,148,4,22,0,9,193.15328467153287,3
0,0,80,156,9,21,0,10,203.6976976976977,4
0,0,80,152,4,26,0,8,201.73573573573572,4
0,0,80,148,6,26,0,7,193.15328467153287,3
0,0,62,124,7,24,0,10,180.8905109489051,3
0,0,92,180,4,22,0,8,215.46946946946946,4
0,0,76,144,4,18,0,8,191.1094890510949,3
0,0,62,128,5,24,0,9,182.93430656934302,3
0,0,64,124,8,22,0,10,180.8905109489051,3
0,0,62,128,9,16,0,10,182.93430656934302,3
0,0,64,128,3,16,0,8,182.93430656934302,3
0,0,94,176,3,24,0,8,213.5075075075075,4
0,0,32,60,5,20,0,9,148.1897810218978,2
0,0,72,136,7,15,0,9,187.02189781021897,3
0,0,178,240,10,25,0,10,244.8988988988989,4
0,0,40,88,4,17,0,7,162.4963503649635,3
0,0,56,120,4,28,0,8,178.84671532846713,3
0,0,80,156,4,16,0,9,203.6976976976977,4
0,0,42,80,4,20,0,9,158.4087591240876,3
0,0,64,132,4,20,0,8,184.97810218978103,3
0,0,66,124,11,20,0,10,180.8905109489051,3
0,0,66,124,11,20,0,10,180.8905109489051,3
0,0,54,116,5,21,0,8,176.80291970802918,3
0,0,74,144,3,17,0,8,191.1094890510949,3
0,0,44,96,5,19,0,9,166.5839416058394,3
0,0,60,120,3,18,0,9,178.84671532846713,3
0,0,70,136,5,18,0,8,187.02189781021897,3
0,0,86,164,3,15,0,8,207.62162162162159,4
0,0,126,232,3,16,0,8,240.97497497497497,4
0,0,64,136,5,34,0,8,187.02189781021897,3
0,0,76,144,4,15,0,8,191.1094890510949,3
0,0,78,148,4,17,0,9,193.15328467153287,3
0,0,38,80,4,17,0,7,158.4087591240876,3
0,0,38,84,4,15,0,9,160.45255474452551,3
0,0,60,124,3,22,0,8,180.8905109489051,3
0,0,78,144,10,17,0,9,191.1094890510949,3
0,0,76,144,4,22,0,8,191.1094890510949,3
0,0,36,76,5,21,0,8,156.36496350364962,3
0,0,62,120,8,24,0,10,178.84671532846713,3
0,0,58,120,4,16,0,8,178.84671532846713,3
0,0,124,232,3,18,0,7,240.97497497497497,4
0,0,64,128,5,26,0,9,182.93430656934302,3
0,0,58,116,6,24,0,8,176.80291970802918,3
0,0,44,96,3,19,0,9,166.5839416058394,3
0,0,42,92,9,39,0,7,164.54014598540147,3
0,0,44,96,5,22,0,8,166.5839416058394,3
0,0,62,124,7,26,0,10,180.8905109489051,3
0,0,94,176,4,24,0,8,213.5075075075075,4
0,0,64,124,8,20,0,10,180.8905109489051,3
0,0,78,156,2,14,0,8,203.6976976976977,4
0,0,70,136,4,16,0,9,187.02189781021897,3
0,0,58,112,6,26,0,9,174.75912408759126,3
0,0,54,112,5,18,0,7,174.75912408759126,3
0,0,38,60,6,26,0,8,148.1897810218978,2
0,0,38,84,4,21,0,8,160.45255474452551,3
0,0,32,60,6,25,0,9,148.1897810218978,2
0,0,32,60,10,22,0,10,148.1897810218978,2
0,0,92,172,4,28,0,8,211.54554554554556,4
0,0,82,160,4,15,0,9,205.6596596596597,4
0,0,70,132,11,24,0,10,184.97810218978103,3
0,0,62,116,10,37,0,8,176.80291970802918,3
0,0,78,148,4,15,0,8,193.15328467153287,3
0,0,62,120,7,19,0,10,178.84671532846713,3
0,0,62,132,8,32,0,9,184.97810218978103,3
0,0,52,112,2,12,0,8,174.75912408759126,3
0,0,66,132,4,19,0,8,184.97810218978103,3
0,0,76,148,3,20,0,7,193.15328467153287,3
0,0,54,116,2,13,0,8,176.80291970802918,3
0,0,82,156,4,25,0,8,203.6976976976977,4
0,0,58,120,5,22,0,9,178.84671532846713,3
0,0,66,128,5,31,0,9,182.93430656934302,3
0,0,52,112,6,41,0,10,174.75912408759126,3
0,0,96,176,4,24,0,8,213.5075075075075,4
0,0,44,96,6,29,0,8,166.5839416058394,3
0,0,78,144,8,27,0,8,191.1094890510949,3
0,0,66,136,4,24,0,8,187.02189781021897,3
0,0,92,172,3,24,0,8,211.54554554554556,4
0,0,88,164,7,16,0,9,207.62162162162159,4
0,0,56,112,8,15,0,10,174.75912408759126,3
0,0,60,120,3,17,0,9,178.84671532846713,3
0,0,60,120,3,18,0,9,178.84671532846713,3
0,0,56,120,4,25,0,8,178.84671532846713,3
0,0,66,132,4,23,0,8,184.97810218978103,3
0,0,54,108,4,18,0,8,172.71532846715328,3
0,0,72,136,6,17,0,8,187.02189781021897,3
0,0,64,132,10,18,0,10,184.97810218978103,3
0,0,60,128,5,18,0,8,182.93430656934302,3
0,0,80,152,3,12,0,8,201.73573573573572,4
0,0,70,136,5,17,0,8,187.02189781021897,3
0,0,60,124,2,16,0,8,180.8905109489051,3
0,0,66,128,3,18,0,9,182.93430656934302,3
0,0,52,112,3,24,0,8,174.75912408759126,3
0,0,60,124,4,20,0,8,180.8905109489051,3
0,0,94,176,3,25,0,8,213.5075075075075,4
0,0,56,116,5,24,0,9,176.80291970802918,3
0,0,60,116,3,16,0,10,176.80291970802918,3
0,0,64,128,4,25,0,7,182.93430656934302,3
0,0,74,148,2,15,0,8,193.15328467153287,3
0,0,62,120,7,20,0,9,178.84671532846713,3
0,0,42,92,2,15,0,9,164.54014598540147,3
0,0,56,120,5,34,0,10,178.84671532846713,3
0,0,92,184,4,27,0,9,217.43143143143143,4
0,0,62,124,6,27,0,8,180.8905109489051,3
0,0,56,120,2,13,0,8,178.84671532846713,3
0,0,64,124,7,23,0,10,180.8905109489051,3
0,0,36,80,8,52,0,7,158.4087591240876,3
0,0,40,88,3,17,0,9,162.4963503649635,3
0,0,82,156,4,19,0,8,203.6976976976977,4
0,0,60,120,7,23,0,10,178.84671532846713,3
0,0,64,136,4,22,0,8,187.02189781021897,3
0,0,44,92,5,16,0,9,164.54014598540147,3
0,0,72,144,2,13,0,7,191.1094890510949,3
0,0,92,172,4,27,0,8,211.54554554554556,4
0,0,62,128,3,21,0,8,182.93430656934302,3
0,0,66,132,3,17,0,9,184.97810218978103,3
0,0,56,100,5,36,0,8,168.62773722627736,3
0,0,86,160,8,18,0,9,205.6596596596597,4
0,0,66,128,6,20,0,8,182.93430656934302,3
0,0,52,108,6,33,0,10,172.71532846715328,3
0,0,58,120,3,20,0,10,178.84671532846713,3
0,0,48,104,4,22,0,8,170.67153284671534,3
0,0,44,88,5,23,0,8,162.4963503649635,3
0,0,92,172,4,26,0,8,211.54554554554556,4
0,0,50,112,4,27,0,8,174.75912408759126,3
0,0,70,136,5,18,0,8,187.02189781021897,3
0,0,78,148,4,21,0,8,193.15328467153287,3
0,0,66,128,4,17,0,8,182.93430656934302,3
0,0,74,140,4,19,0,9,189.0656934306569,3
0,0,42,76,4,20,0,8,156.36496350364962,3
0,0,40,88,6,20,0,8,162.4963503649635,3
0,0,42,72,4,22,0,8,154.3211678832117,3
0,0,68,136,9,29,0,9,187.02189781021897,3
0,0,40,88,4,23,0,8,162.4963503649635,3
0,0,58,120,3,16,0,10,178.84671532846713,3
0,0,30,48,6,21,0,8,120.44444444444444,2
0,0,92,172,3,18,0,7,211.54554554554556,4
0,0,68,136,3,22,0,8,187.02189781021897,3
0,0,54,116,5,18,0,8,176.80291970802918,3
0,0,32,56,8,18,0,10,146.14598540145985,2
0,0,92,172,3,20,0,8,211.54554554554556,4
0,0,46,92,5,21,0,9,164.54014598540147,3
0,0,60,120,5,26,0,10,178.84671532846713,3
0,0,32,64,6,22,0,9,150.23357664233578,3
0,0,62,124,3,16,0,8,180.8905109489051,3
0,0,76,144,2,16,0,7,191.1094890510949,3
0,0,90,180,3,20,0,8,215.46946946946946,4
0,0,66,128,7,27,0,10,182.93430656934302,3
0,0,52,112,4,28,0,8,174.75912408759126,3
0,0,56,116,4,22,0,8,176.80291970802918,3
0,0,54,112,5,25,0,9,174.75912408759126,3
0,0,32,56,12,26,0,10,146.14598540145985,2
0,0,94,184,4,23,0,8,217.43143143143143,4
0,0,66,124,11,21,0,10,180.8905109489051,3
0,0,32,48,11,25,0,10,126.34482758620688,2
0,0,40,80,4,16,0,9,158.4087591240876,3
0,0,78,144,8,21,0,8,191.1094890510949,3
0,0,68,136,4,20,0,8,187.02189781021897,3
0,0,58,120,6,24,0,8,178.84671532846713,3
0,0,80,156,3,20,0,8,203.6976976976977,4
0,0,32,56,12,27,0,10,146.14598540145985,2
0,0,80,152,4,18,0,8,201.73573573573572,4
0,0,44,96,4,25,0,8,166.5839416058394,3
0,0,64,124,5,24,0,9,180.8905109489051,3
0,0,64,124,8,30,0,10,180.8905109489051,3
0,0,54,108,6,18,0,9,172.71532846715328,3
0,0,40,76,5,20,0,9,156.36496350364962,3
0,0,62,132,4,26,0,8,184.97810218978103,3
0,0,52,112,5,23,0,8,174.75912408759126,3
0,0,62,128,4,28,0,8,182.93430656934302,3
0,0,32,56,13,35,0,10,159.44827586206898,3
0,0,58,116,5,23,0,10,176.80291970802918,3
0,0,36,76,7,38,0,9,156.36496350364962,3
0,0,82,160,3,17,0,8,205.6596596596597,4
0,0,94,176,3,22,0,8,213.5075075075075,4
0,0,58,120,3,20,0,10,178.84671532846713,3
0,0,70,136,5,17,0,8,187.02189781021897,3
0,0,76,144,4,18,0,9,191.1094890510949,3
0,0,38,84,5,30,0,10,160.45255474452551,3
0,0,34,72,5,18,0,8,154.3211678832117,3
0,0,50,112,4,24,0,9,174.75912408759126,3
0,0,50,56,6,38,0,8,146.14598540145985,2
0,0,66,140,4,28,0,8,189.0656934306569,3
0,0,58,116,5,27,0,10,176.80291970802918,3
0,0,52,116,4,16,0,8,176.80291970802918,3
0,0,62,124,6,32,0,9,180.8905109489051,3
0,0,66,128,10,24,0,9,182.93430656934302,3
0,0,64,124,6,23,0,8,180.8905109489051,3
0,0,70,136,5,21,0,8,187.02189781021897,3
0,0,38,84,5,26,0,9,160.45255474452551,3
0,0,64,124,5,18,0,8,180.8905109489051,3
0,0,82,156,3,21,0,8,203.6976976976977,4
0,0,68,140,3,18,0,8,189.0656934306569,3
0,0,58,120,5,20,0,8,178.84671532846713,3
0,0,58,120,4,15,0,9,178.84671532846713,3
0,0,70,140,10,19,0,10,189.0656934306569,3
0,0,86,160,3,15,0,8,205.6596596596597,4
0,0,72,140,7,17,0,9,189.0656934306569,3
0,0,46,104,4,32,0,8,170.67153284671534,3
0,0,38,76,5,17,0,9,156.36496350364962,3
0,0,64,124,8,23,0,10,180.8905109489051,3
0,0,66,136,3,17,0,9,187.02189781021897,3
0,0,70,136,4,16,0,8,187.02189781021897,3
0,0,96,180,4,19,0,8,215.46946946946946,4
0,0,48,104,3,19,0,8,170.67153284671534,3
0,0,64,124,6,20,0,10,180.8905109489051,3
0,0,72,140,7,13,0,9,189.0656934306569,3
0,0,46,100,3,20,0,8,168.62773722627736,3
0,0,86,164,4,29,0,8,207.62162162162159,4
0,0,50,108,4,27,0,8,172.71532846715328,3
0,0,52,116,5,17,0,8,176.80291970802918,3
0,0,50,104,4,18,0,10,170.67153284671534,3
0,0,44,88,4,17,0,9,162.4963503649635,3
0,0,46,100,4,20,0,8,168.62773722627736,3
0,0,54,112,4,18,0,10,174.75912408759126,3
0,0,74,136,6,25,0,7,187.02189781021897,3
0,0,66,128,3,18,0,8,182.93430656934302,3
0,0,74,144,8,29,0,9,191.1094890510949,3
0,0,58,120,3,15,0,10,178.84671532846713,3
0,0,72,140,4,25,0,8,189.0656934306569,3
0,0,48,104,5,25,0,8,170.67153284671534,3
0,0,62,124,3,19,0,8,180.8905109489051,3
0,0,310,360,4,20,0,8,404.1054036024017,5
0,0,54,116,2,12,0,8,176.80291970802918,3
0,0,68,128,12,28,0,9,182.93430656934302,3
0,0,50,108,4,23,0,9,172.71532846715328,3
0,0,52,104,4,25,0,9,170.67153284671534,3
0,0,44,88,4,18,0,8,162.4963503649635,3
0,0,40,88,4,21,0,9,162.4963503649635,3
0,0,54,84,4,20,0,9,160.45255474452551,3
0,0,38,80,4,16,0,9,158.4087591240876,3
0,0,80,152,4,17,0,9,201.73573573573572,4
0,0,32,56,10,19,0,10,146.14598540145985,2
0,0,80,152,4,19,0,8,201.73573573573572,4
0,0,66,132,3,19,0,8,184.97810218978103,3
0,0,58,116,5,24,0,10,176.80291970802918,3
0,0,40,80,5,16,0,9,158.4087591240876,3
0,0,50,108,4,24,0,8,172.71532846715328,3
0,0,54,108,7,25,0,8,172.71532846715328,3
0,0,66,128,3,21,0,8,182.93430656934302,3
0,0,38,84,4,19,0,9,160.45255474452551,3
0,0,62,124,7,17,0,10,180.8905109489051,3
0,0,62,124,4,15,0,8,180.8905109489051,3
0,0,62,120,5,24,0,10,178.84671532846713,3
0,0,60,120,5,23,0,10,178.84671532846713,3
0,0,64,128,6,25,0,8,182.93430656934302,3
0,0,78,148,4,17,0,9,193.15328467153287,3
0,0,78,144,4,17,0,9,191.1094890510949,3
0,0,46,96,5,17,0,9,166.5839416058394,3
0,0,34,76,5,31,0,7,156.36496350364962,3
0,0,60,120,3,16,0,10,178.84671532846713,3
0,0,36,80,6,35,0,7,158.4087591240876,3
0,0,44,96,10,42,0,7,166.5839416058394,3
0,0,42,92,2,15,0,8,164.54014598540147,3
0,0,66,132,4,27,0,8,184.97810218978103,3
0,0,58,116,4,24,0,10,176.80291970802918,3
0,0,34,60,5,18,0,8,148.1897810218978,2
0,0,46,100,4,33,0,8,168.62773722627736,3
0,0,76,144,7,17,0,9,191.1094890510949,3
0,0,58,120,5,20,0,8,178.84671532846713,3
0,0,64,124,7,17,0,10,180.8905109489051,3
0,0,58,112,4,21,0,10,174.75912408759126,3
0,0,50,108,4,26,0,8,172.71532846715328,3
0,0,64,124,8,27,0,10,180.8905109489051,3
0,0,62,132,4,30,0,8,184.97810218978103,3
0,0,38,56,5,26,0,8,146.14598540145985,2
0,0,38,80,4,26,0,8,158.4087591240876,3
0,0,146,244,3,24,0,7,246.86086086086087,4
0,0,82,156,3,23,0,8,203.6976976976977,4
0,0,60,116,5,23,0,10,176.80291970802918,3
0,0,64,124,5,21,0,8,180.8905109489051,3
0,0,74,144,5,28,0,8,191.1094890510949,3
0,0,62,132,4,27,0,8,184.97810218978103,3
0,0,96,176,3,19,0,8,213.5075075075075,4
0,0,32,64,10,19,0,10,150.23357664233578,3
0,0,58,120,2,16,0,8,178.84671532846713,3
0,0,80,152,4,19,0,8,201.73573573573572,4
0,0,32,56,6,24,0,9,146.14598540145985,2
0,0,52,112,5,21,0,8,174.75912408759126,3
0,0,52,108,4,18,0,10,172.71532846715328,3
0,0,124,228,4,26,0,8,239.01301301301305,4
0,0,66,136,4,30,0,8,187.02189781021897,3
0,0,64,124,3,16,0,9,180.8905109489051,3
0,0,74,140,3,22,0,8,189.0656934306569,3
0,0,30,40,6,21,0,8,99.70370370370372,1
0,0,42,92,2,16,0,8,164.54014598540147,3
0,0,62,124,9,22,0,10,180.8905109489051,3
0,0,46,100,4,25,0,8,168.62773722627736,3
0,0,62,124,8,19,0,10,180.8905109489051,3
0,0,38,84,4,27,0,8,160.45255474452551,3
0,0,54,120,3,22,0,8,178.84671532846713,3
0,0,54,108,4,18,0,9,172.71532846715328,3
0,0,54,120,4,26,0,8,178.84671532846713,3
0,0,52,100,4,18,0,9,168.62773722627736,3
0,0,56,96,5,23,0,9,166.5839416058394,3
0,0,58,116,5,22,0,10,176.80291970802918,3
0,0,80,156,3,21,0,8,203.6976976976977,4
0,0,54,108,10,20,0,10,172.71532846715328,3
0,0,66,128,11,21,0,9,182.93430656934302,3
0,0,62,120,3,16,0,10,178.84671532846713,3
0,0,78,160,5,35,0,8,205.6596596596597,4
0,0,52,112,10,43,0,8,174.75912408759126,3
0,0,76,144,4,18,0,9,191.1094890510949,3
0,0,80,152,8,17,0,9,201.73573573573572,4
0,0,60,116,7,21,0,10,176.80291970802918,3
0,0,64,124,8,29,0,10,180.8905109489051,3
0,0,42,80,4,18,0,9,158.4087591240876,3
0,0,66,128,4,27,0,8,182.93430656934302,3
0,0,54,112,4,15,0,10,174.75912408759126,3
0,0,64,132,10,21,0,10,184.97810218978103,3
0,0,58,116,6,21,0,9,176.80291970802918,3
0,0,70,136,4,17,0,8,187.02189781021897,3
0,0,62,124,5,19,0,8,180.8905109489051,3
0,0,52,108,5,23,0,9,172.71532846715328,3
0,0,70,140,4,19,0,8,189.0656934306569,3
0,0,54,116,2,18,0,8,176.80291970802918,3
0,0,38,84,4,17,0,9,160.45255474452551,3
0,0,52,112,5,23,0,8,174.75912408759126,3
0,0,40,80,6,29,0,9,158.4087591240876,3
0,0,44,96,6,28,0,9,166.5839416058394,3
0,0,78,148,4,26,0,8,193.15328467153287,3
0,0,94,176,3,20,0,7,213.5075075075075,4
0,0,40,68,5,18,0,8,152.27737226277372,3
0,0,64,124,8,32,0,10,180.8905109489051,3
0,0,60,124,3,17,0,10,180.8905109489051,3
0,0,64,136,5,31,0,9,187.02189781021897,3
0,0,34,76,6,34,0,7,156.36496350364962,3
0,0,72,140,3,19,0,9,189.0656934306569,3
0,0,124,232,3,16,0,7,240.97497497497497,4
0,0,68,136,3,20,0,8,187.02189781021897,3
0,0,94,176,3,21,0,8,213.5075075075075,4
0,0,50,112,5,24,0,8,174.75912408759126,3
0,0,44,88,4,20,0,9,162.4963503649635,3
0,0,50,104,6,15,0,9,170.67153284671534,3
0,0,32,64,4,21,0,9,150.23357664233578,3
0,0,32,56,13,36,0,10,159.44827586206898,3
0,0,34,76,5,17,0,9,156.36496350364962,3
0,0,82,156,3,20,0,9,203.6976976976977,4
0,0,64,124,8,28,0,10,180.8905109489051,3
0,0,68,132,3,14,0,8,184.97810218978103,3
0,0,60,76,6,21,0,8,156.36496350364962,3
0,0,56,120,2,18,0,8,178.84671532846713,3
0,0,62,124,6,29,0,9,180.8905109489051,3
0,0,82,152,3,18,0,8,201.73573573573572,4
0,0,46,100,2,17,0,8,168.62773722627736,3
0,0,32,56,10,19,0,10,146.14598540145985,2
0,0,32,60,5,21,0,8,148.1897810218978,2
0,0,62,124,5,26,0,9,180.8905109489051,3
0,0,92,172,4,26,0,8,211.54554554554556,4
0,0,64,124,3,18,0,9,180.8905109489051,3
0,0,40,88,5,20,0,7,162.4963503649635,3
0,0,60,120,3,16,0,8,178.84671532846713,3
0,0,48,100,9,33,0,8,168.62773722627736,3
0,0,80,152,4,19,0,8,201.73573573573572,4
0,0,40,88,4,21,0,9,162.4963503649635,3
0,0,120,224,3,17,0,8,237.05105105105102,4
0,0,48,104,3,21,0,8,170.67153284671534,3
0,0,70,136,5,17,0,8,187.02189781021897,3
0,0,46,100,5,22,0,9,168.62773722627736,3
0,0,32,60,5,23,0,8,148.1897810218978,2
0,0,32,64,6,24,0,9,150.23357664233578,3
0,0,98,184,4,20,0,8,217.43143143143143,4
0,0,42,84,6,24,0,7,160.45255474452551,3
0,0,50,108,4,25,0,8,172.71532846715328,3
0,0,54,112,5,25,0,9,174.75912408759126,3
0,0,76,144,4,20,0,8,191.1094890510949,3
0,0,64,124,4,16,0,8,180.8905109489051,3
0,0,66,132,4,29,0,7,184.97810218978103,3
0,0,32,64,6,23,0,9,150.23357664233578,3
0,0,94,188,7,32,0,9,219.39339339339335,4
0,0,68,140,10,19,0,10,189.0656934306569,3
0,0,50,108,5,20,0,8,172.71532846715328,3
0,0,62,120,5,24,0,9,178.84671532846713,3
0,0,34,72,7,32,0,8,154.3211678832117,3
0,0,92,184,4,27,0,9,217.43143143143143,4
0,0,56,120,2,14,0,8,178.84671532846713,3
0,0,56,116,5,19,0,8,176.80291970802918,3
0,0,66,128,8,27,0,10,182.93430656934302,3
0,0,36,80,6,23,0,9,158.4087591240876,3
0,0,48,108,3,20,0,8,172.71532846715328,3
0,0,38,80,8,21,0,10,158.4087591240876,3
0,0,62,124,7,19,0,10,180.8905109489051,3
0,0,96,180,3,19,0,8,215.46946946946946,4
0,0,70,136,5,18,0,8,187.02189781021897,3
0,0,36,80,5,19,0,9,158.4087591240876,3
0,0,62,120,7,17,0,10,178.84671532846713,3
0,0,32,60,10,19,0,10,148.1897810218978,2
0,0,56,120,3,19,0,8,178.84671532846713,3
0,0,62,124,7,23,0,10,180.8905109489051,3
0,0,42,92,3,25,0,9,164.54014598540147,3
0,0,38,84,4,17,0,9,160.45255474452551,3
0,0,54,112,5,24,0,10,174.75912408759126,3
0,0,68,132,3,16,0,8,184.97810218978103,3
0,0,46,92,4,20,0,8,164.54014598540147,3
0,0,54,116,5,18,0,9,176.80291970802918,3
0,0,58,116,9,17,0,10,176.80291970802918,3
0,0,60,128,5,20,0,8,182.93430656934302,3
0,0,32,52,5,23,0,8,130.8148148148148,2
0,0,58,124,5,23,0,8,180.8905109489051,3
0,0,50,108,2,15,0,8,172.71532846715328,3
0,0,66,132,3,19,0,10,184.97810218978103,3
0,0,34,72,5,36,0,7,154.3211678832117,3
0,0,58,120,5,24,0,10,178.84671532846713,3
0,0,76,144,4,18,0,9,191.1094890510949,3
0,0,92,184,4,26,0,9,217.43143143143143,4
0,0,34,72,5,29,0,7,154.3211678832117,3
0,0,56,116,4,17,0,10,176.80291970802918,3
0,0,68,140,3,18,0,8,189.0656934306569,3
0,0,58,120,4,22,0,10,178.84671532846713,3
0,0,36,76,5,22,0,8,156.36496350364962,3
0,0,80,148,7,15,0,9,193.15328467153287,3
0,0,68,128,14,31,0,9,182.93430656934302,3
0,0,46,100,2,13,0,8,168.62773722627736,3
0,0,56,120,5,21,0,8,178.84671532846713,3
0,0,78,152,4,15,0,9,201.73573573573572,4
0,0,48,104,4,26,0,8,170.67153284671534,3
0,0,76,144,3,20,0,8,191.1094890510949,3
0,0,62,124,8,26,0,10,180.8905109489051,3
0,0,50,108,6,29,0,10,172.71532846715328,3
0,0,34,64,5,18,0,8,150.23357664233578,3
0,0,52,108,4,17,0,10,172.71532846715328,3
0,0,62,128,3,20,0,8,182.93430656934302,3
0,0,120,224,3,20,0,8,237.05105105105102,4
0,0,60,124,3,20,0,10,180.8905109489051,3
0,0,68,136,9,28,0,9,187.02189781021897,3
0,0,36,64,6,25,0,9,150.23357664233578,3
0,0,92,172,3,22,0,8,211.54554554554556,4
0,0,82,156,3,19,0,8,203.6976976976977,4
0,0,64,124,8,26,0,10,180.8905109489051,3
0,0,62,124,5,23,0,8,180.8905109489051,3
0,0,42,88,4,16,0,9,162.4963503649635,3
0,0,64,124,4,24,0,7,180.8905109489051,3
0,0,58,120,5,23,0,8,178.84671532846713,3
0,0,56,124,4,22,0,9,180.8905109489051,3
0,0,62,124,3,22,0,7,180.8905109489051,3
0,0,64,128,3,18,0,10,182.93430656934302,3
0,0,60,128,5,22,0,8,182.93430656934302,3
0,0,80,156,4,22,0,8,203.6976976976977,4
0,0,64,124,8,22,0,10,180.8905109489051,3
