greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast,Temperature,Dew Point,Humidity,Wind Speed,Pressure
3,3,3,4,3,3,3,3,62.0,35,0.0,0.0,1.0,0.0,0.0,1.0,5.541520991687388,1,0,0,81.75647789796109,31.11111111111111,25.0,70,10,29.67
1,4,2,1,5,5,2,4,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.151530872455061,2,0,0,79.89270545182106,27.77777777777778,25.0,84,6,29.73
2,2,4,4,2,1,3,2,58.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,3,3,4,73.64400328145099,31.11111111111111,25.0,70,2,29.61
2,2,3,3,2,2,3,2,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,6,5,1,78.41821515359614,31.11111111111111,23.88888888888889,66,9,29.67
2,2,2,2,1,1,3,1,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.277394635834794,3,6,4,53.38813886942238,32.22222222222222,25.0,66,8,29.64
2,2,2,2,2,2,1,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,3,2,4,57.48776692802772,32.22222222222222,23.88888888888889,62,6,29.67
3,3,3,4,3,3,3,3,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,7.310848181002816,11,7,1,71.93382095967442,27.77777777777778,26.11111111111111,89,5,29.73
1,2,5,5,2,1,5,1,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,9,5,1,74.45036441340055,28.88888888888889,25.0,79,8,29.7
4,2,5,4,3,2,2,2,87.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,12,6,0,64.28874943371218,28.88888888888889,26.11111111111111,84,0,29.73
3,3,3,3,3,3,3,3,64.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491,10,11,2,65.29776743271469,30.0,26.11111111111111,79,0,29.73
3,3,3,2,4,3,3,3,85.0,29,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,6,0,3,63.41415611420835,28.88888888888889,26.11111111111111,84,0,29.73
3,3,2,2,3,3,1,3,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,4,5,2,59.91150380702531,32.22222222222222,25.0,66,7,29.67
4,3,2,1,5,4,2,4,63.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.419667054709031,0,0,0,60.36078211018357,30.0,25.0,74,9,29.7
2,3,3,4,4,4,3,3,81.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.110731056021344,5,0,6,78.23785143085158,30.0,25.0,74,1,29.73
3,3,3,3,4,3,2,3,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,11,7,1,64.42221734726058,28.88888888888889,26.11111111111111,84,1,29.73
3,2,4,4,2,1,3,3,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,10,11,2,54.59090302109416,32.77777777777778,23.88888888888889,59,6,29.73
3,3,2,2,3,3,3,2,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.147753587375329,2,1,3,70.50059276831605,32.22222222222222,22.77777777777778,59,5,29.64
4,3,5,4,3,2,2,2,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,15,9,0,61.318798357617815,28.88888888888889,26.11111111111111,84,0,29.73
4,4,3,3,2,2,2,2,58.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,7,8,1,76.85134600103922,31.11111111111111,25.0,70,2,29.61
2,3,3,4,1,2,3,3,70.0,32,0.0,0.0,0.0,1.0,1.0,0.0,6.653193006271697,5,4,2,51.943176588811475,32.22222222222222,25.0,66,8,29.7
2,1,1,1,4,5,1,5,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434,1,1,2,71.6464238025663,32.22222222222222,25.0,66,7,29.67
3,5,1,1,3,4,1,4,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.033333390213529,0,0,0,67.76020955554354,32.77777777777778,25.0,63,10,29.67
3,3,4,3,3,3,2,3,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.434413319912999,4,1,0,73.44495699215287,28.88888888888889,25.0,79,3,29.79
4,4,2,2,4,4,2,4,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.277394635834794,1,1,2,66.06235546346961,32.22222222222222,25.0,66,8,29.64
4,4,3,2,4,4,2,4,73.0,32,1.0,0.0,0.0,0.0,1.0,0.0,5.540123215784444,1,0,0,76.70131592117794,27.77777777777778,25.0,84,12,29.73
1,4,2,2,3,3,2,3,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,5,2,3,50.03117335679345,30.0,25.0,74,3,29.64
4,3,3,3,3,3,1,3,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,12,8,2,66.96040284483294,31.11111111111111,25.0,70,12,29.64
2,4,2,2,5,5,2,4,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,8.28538907691356,1,1,0,73.10835400872433,28.88888888888889,26.11111111111111,84,12,29.64
5,3,3,2,5,5,2,5,72.0,30,0.0,0.0,1.0,0.0,0.0,1.0,5.673724119426637,2,0,0,66.62847303222648,31.11111111111111,22.77777777777778,62,9,29.61
1,1,5,5,2,3,3,2,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,15,6,0,61.1855803976526,28.88888888888889,26.11111111111111,84,1,29.73
2,2,3,3,3,3,3,3,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.994570343494448,4,3,2,72.58510429038485,30.0,26.11111111111111,79,5,29.76
4,4,3,4,5,5,5,2,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,6.845673931759638,2,1,2,57.90802164666413,26.11111111111111,26.11111111111111,100,3,29.76
4,3,3,2,5,5,2,5,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.67611546887863,0,0,0,63.123940090835525,28.88888888888889,26.11111111111111,84,8,29.79
3,3,2,1,4,4,2,4,70.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.149654829953349,0,0,0,76.05698220291973,28.88888888888889,25.0,79,13,29.73
2,2,4,4,2,2,2,2,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332,5,5,1,64.28793358322804,30.0,26.11111111111111,79,6,29.73
1,1,5,5,2,2,4,2,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,4,0,2,68.94060905731652,32.22222222222222,25.0,66,6,29.73
2,2,3,3,4,4,2,4,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,8,7,1,70.0761280237971,28.88888888888889,25.0,79,8,29.7
3,4,3,2,4,3,2,4,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.839106347704238,0,0,0,68.58596561346275,28.88888888888889,25.0,79,3,29.79
4,4,4,3,2,3,2,2,65.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.426007846161947,4,4,1,71.05069732529817,32.77777777777778,23.88888888888889,59,7,29.7
4,5,4,4,4,4,4,3,71.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895,5,5,3,65.94850753347653,30.0,25.0,74,1,29.73
3,3,3,3,3,3,3,3,52.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.329938425391897,0,0,2,85.41725693675781,32.22222222222222,23.88888888888889,62,2,29.7
3,4,3,4,3,2,4,2,59.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.6550920341624495,1,0,0,70.69660863904569,32.22222222222222,23.88888888888889,62,8,29.7
2,2,1,1,4,4,2,4,67.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,2,0,2,56.164202081440756,32.77777777777778,23.88888888888889,59,2,29.67
4,3,2,2,5,5,1,1,57.0,35,0.0,0.0,0.0,1.0,0.0,1.0,6.4049993317013305,0,0,0,52.74619503126047,27.77777777777778,26.11111111111111,89,9,29.64
3,2,4,4,3,2,4,2,72.0,30,0.0,0.0,0.0,1.0,0.0,1.0,6.277053548289202,1,0,0,88.45207215204199,27.22222222222222,23.88888888888889,84,1,29.73
3,3,1,1,4,4,1,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,1,0,3,71.52577125908013,28.88888888888889,26.11111111111111,84,1,29.73
2,3,5,5,2,2,4,2,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,9,9,4,58.003709849689216,27.77777777777778,26.11111111111111,89,8,29.73
2,3,5,4,2,2,3,3,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,8,7,2,73.3364831371941,27.77777777777778,23.88888888888889,79,1,29.7
3,5,2,3,3,4,2,3,60.0,34,0.0,0.0,1.0,0.0,0.0,1.0,8.337340004835507,4,5,2,73.87217896724397,31.11111111111111,25.0,70,7,29.64
4,4,3,3,3,3,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,9,5,1,68.55309566025275,30.0,26.11111111111111,79,0,29.73
4,4,3,3,4,4,2,3,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606,5,4,3,69.79791894893968,30.0,25.0,74,1,29.73
1,1,1,1,4,5,1,5,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426119487345481,1,1,2,55.465730672464474,27.77777777777778,26.11111111111111,89,8,29.73
4,3,3,4,4,3,2,4,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,5.553840661158085,0,0,0,67.12753291104559,30.0,25.0,74,9,29.7
3,3,3,3,3,3,3,3,59.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,4,2,2,68.65264529324229,31.11111111111111,25.0,70,0,29.61
4,4,3,2,4,4,2,4,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.847759654739512,0,0,0,72.52407978517782,28.88888888888889,23.88888888888889,74,6,29.79
1,3,3,4,3,3,4,2,77.0,30,0.0,0.0,0.0,1.0,0.0,1.0,6.618066750677892,0,0,0,79.29227796725846,27.77777777777778,25.0,84,6,29.73
3,4,2,1,2,2,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.57215214590661,0,0,0,69.02927787011164,28.88888888888889,26.11111111111111,84,12,29.7
3,3,1,1,4,4,1,5,64.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491,3,0,4,62.19884200513264,30.0,26.11111111111111,79,2,29.73
5,5,2,1,5,5,1,5,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,2,3,0,67.59114378912017,27.77777777777778,26.11111111111111,89,1,29.73
4,3,2,2,4,4,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,3.354464839440819,3,0,0,70.69775807875445,28.88888888888889,26.11111111111111,84,12,29.7
3,3,2,2,3,3,2,4,73.0,32,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472,1,3,3,51.83538898022231,32.77777777777778,23.88888888888889,59,6,29.73
2,2,1,1,5,5,1,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,2,1,3,55.01144334681879,28.88888888888889,26.11111111111111,84,1,29.73
3,3,3,3,3,3,3,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332,12,6,0,51.914129487183885,30.0,26.11111111111111,79,6,29.73
2,2,4,4,2,2,3,3,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,7,6,0,72.61220843356159,27.77777777777778,26.11111111111111,89,5,29.7
4,4,3,3,2,3,3,3,81.0,31,0.0,0.0,0.0,1.0,1.0,0.0,6.753923299705072,2,3,1,63.10198209638028,31.11111111111111,25.0,70,1,29.73
3,2,3,4,3,2,2,3,56.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.3562085104834,0,0,0,70.29430297729381,32.22222222222222,25.0,66,6,29.7
4,2,5,5,2,1,4,1,58.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.423254363603824,0,0,0,83.07382385246571,31.11111111111111,25.0,70,10,29.67
2,5,2,3,4,4,3,2,61.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.5697145867793845,2,1,0,70.08289584593103,27.77777777777778,25.0,84,2,29.7
3,3,2,2,4,3,1,3,51.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,4,2,4,61.28784706353932,32.77777777777778,25.0,63,7,29.64
2,3,3,3,1,2,4,1,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.195639229762362,0,0,0,60.169163835535095,31.11111111111111,26.11111111111111,75,10,29.7
3,3,4,4,2,3,2,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,13,5,1,56.40244019904149,28.88888888888889,26.11111111111111,84,0,29.73
1,1,3,3,3,3,3,3,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,2,1,3,65.80584191948073,30.0,26.11111111111111,79,5,29.76
1,4,4,4,1,1,4,1,58.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,8,8,3,57.24712183127552,31.11111111111111,25.0,70,2,29.61
3,3,4,3,2,2,2,2,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,1,2,1,34.3284332013102,28.88888888888889,26.11111111111111,84,0,29.73
3,2,4,4,2,1,4,1,63.0,35,0.0,0.0,1.0,0.0,0.0,1.0,5.577046400539039,2,0,0,78.87905148719307,31.11111111111111,25.0,70,10,29.67
