hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
23.43,20.87,1.0,0.0,0.0,1.0,0.0,8.396010393312713,12.222222222222221,0.0,44,17,30.02
31.54,28.87,1.0,0.0,0.0,1.0,0.0,6.675766763432172,20.0,7.777777777777778,46,14,29.78
24.53,27.61,1.0,0.0,0.0,1.0,0.0,5.18563540946091,11.11111111111111,1.1111111111111112,50,14,30.02
18.91,24.55,1.0,0.0,0.0,1.0,0.0,6.783194398960574,11.11111111111111,0.0,47,12,30.14
12.27,28.72,0.0,1.0,0.0,0.0,1.0,2.5071964798176998,11.11111111111111,1.1111111111111112,50,7,30.14
24.59,18.12,1.0,0.0,0.0,1.0,0.0,0.9348984758774548,11.11111111111111,1.1111111111111112,50,8,30.14
15.26,28.29,0.0,1.0,0.0,0.0,1.0,2.4900064270719855,11.11111111111111,1.1111111111111112,50,7,30.14
22.62,33.5,1.0,0.0,0.0,1.0,0.0,6.263138708197698,21.11111111111111,7.222222222222222,40,10,29.81
24.01,28.64,0.0,0.0,1.0,1.0,0.0,4.257792854000312,18.88888888888889,7.222222222222222,46,3,29.84
17.65,23.02,1.0,0.0,0.0,1.0,0.0,1.4441250434515547,11.11111111111111,1.1111111111111112,50,8,30.14
16.03,26.9,1.0,0.0,0.0,1.0,0.0,2.474952095330321,11.11111111111111,0.0,47,12,30.14
17.74,25.73,1.0,0.0,0.0,1.0,0.0,9.391778753432044,11.11111111111111,0.0,47,12,30.14
26.17,26.44,1.0,0.0,0.0,1.0,0.0,1.8768795497763233,17.77777777777778,7.777777777777778,52,10,30.2
13.63,25.6,1.0,0.0,0.0,1.0,0.0,6.384869395847768,10.0,0.0,50,7,30.17
31.23,27.28,0.0,0.0,1.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,3,30.23
24.69,25.95,1.0,0.0,0.0,1.0,0.0,8.824885817862505,17.77777777777778,7.222222222222222,49,9,30.2
21.25,21.07,1.0,0.0,0.0,1.0,0.0,7.941895263987531,11.11111111111111,1.1111111111111112,50,13,30.17
14.54,34.94,1.0,0.0,0.0,1.0,0.0,4.2810115671857565,17.77777777777778,7.777777777777778,52,13,30.17
21.8,35.28,1.0,0.0,0.0,1.0,0.0,4.681648222623198,17.77777777777778,7.777777777777778,52,13,30.17
23.73,32.12,1.0,0.0,0.0,1.0,0.0,5.939178308969618,17.77777777777778,7.777777777777778,52,13,30.17
25.5,29.31,1.0,0.0,0.0,1.0,0.0,2.435854696609512,10.0,0.0,50,10,30.17
45.95,22.76,1.0,0.0,0.0,1.0,0.0,7.557187486159261,20.0,7.777777777777778,46,14,29.78
22.26,29.86,0.0,0.0,1.0,1.0,0.0,4.243056792187225,18.88888888888889,7.222222222222222,46,3,29.84
25.79,30.32,1.0,0.0,0.0,1.0,0.0,3.5220500832160373,10.0,0.0,50,7,30.17
23.08,29.06,1.0,0.0,0.0,1.0,0.0,2.489505244864854,10.0,0.0,50,10,30.17
20.87,27.93,0.0,1.0,0.0,0.0,1.0,2.5482831050995847,11.11111111111111,1.1111111111111112,50,7,30.14
23.19,30.21,0.0,0.0,1.0,0.0,1.0,4.299311014378476,7.777777777777778,6.111111111111111,87,2,30.02
42.51,23.96,1.0,0.0,0.0,1.0,0.0,8.411138107542477,20.0,7.777777777777778,46,14,29.78
25.09,30.01,0.0,1.0,0.0,0.0,1.0,2.4609149189634456,11.11111111111111,1.1111111111111112,50,7,30.14
25.35,27.18,0.0,0.0,1.0,0.0,1.0,4.299311014378476,8.88888888888889,5.0,76,14,30.02
22.08,22.25,1.0,0.0,0.0,1.0,0.0,8.41697542471074,11.11111111111111,1.1111111111111112,50,13,30.17
41.56,24.33,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
20.98,29.85,1.0,0.0,0.0,1.0,0.0,7.963191159505539,17.77777777777778,7.222222222222222,49,9,30.2
46.95,23.0,1.0,0.0,0.0,1.0,0.0,8.506500609461089,20.0,7.777777777777778,46,14,29.78
23.15,19.21,1.0,0.0,0.0,1.0,0.0,0.904807262966746,11.11111111111111,1.1111111111111112,50,8,30.14
24.38,31.47,1.0,0.0,0.0,1.0,0.0,6.264825095847579,21.11111111111111,7.222222222222222,40,10,29.81
33.97,25.82,0.0,0.0,1.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,3,30.23
22.86,20.24,1.0,0.0,0.0,1.0,0.0,0.9487531906959015,11.11111111111111,1.1111111111111112,50,8,30.14
29.58,34.75,1.0,0.0,0.0,1.0,0.0,4.5101473991094805,20.0,10.0,52,13,29.78
28.52,30.28,1.0,0.0,0.0,1.0,0.0,5.7438203150454665,17.77777777777778,7.222222222222222,49,7,30.23
27.24,18.75,1.0,0.0,0.0,1.0,0.0,8.838587841461521,12.222222222222221,0.0,44,16,30.02
19.54,32.08,0.0,1.0,0.0,0.0,1.0,2.490854019745744,11.11111111111111,1.1111111111111112,50,7,30.14
50.19,28.52,1.0,0.0,0.0,1.0,0.0,8.764566691571343,20.0,10.0,52,14,29.78
23.68,29.56,1.0,0.0,0.0,1.0,0.0,6.652768558780988,21.11111111111111,7.222222222222222,40,10,29.81
49.65,22.36,1.0,0.0,0.0,1.0,0.0,8.783246386515643,20.0,10.0,52,14,29.78
27.85,31.08,1.0,0.0,0.0,1.0,0.0,2.790509178494414,17.77777777777778,7.222222222222222,49,7,30.23
29.4,18.01,1.0,0.0,0.0,1.0,0.0,5.632159735064009,11.11111111111111,1.1111111111111112,50,14,30.02
19.28,22.29,1.0,0.0,0.0,1.0,0.0,4.241768577363101,11.11111111111111,0.0,47,12,30.14
19.53,31.84,1.0,0.0,0.0,1.0,0.0,7.761672245447326,17.77777777777778,7.777777777777778,52,10,30.23
24.01,20.42,1.0,0.0,0.0,1.0,0.0,7.966068910908034,12.222222222222221,1.1111111111111112,47,14,29.99
24.6,18.78,1.0,0.0,0.0,1.0,0.0,7.9121595247044105,11.11111111111111,1.1111111111111112,50,13,30.17
36.54,24.52,0.0,0.0,1.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,3,30.23
18.48,28.86,1.0,0.0,0.0,1.0,0.0,4.297907194016371,10.0,0.0,50,7,30.17
21.65,30.55,0.0,0.0,1.0,1.0,0.0,4.382715534426058,18.88888888888889,7.222222222222222,46,3,29.84
17.22,31.19,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
22.11,30.84,1.0,0.0,0.0,1.0,0.0,6.584995129506606,12.222222222222221,1.1111111111111112,47,13,29.99
28.89,16.49,1.0,0.0,0.0,1.0,0.0,8.654082009610038,12.222222222222221,0.0,44,16,30.02
26.57,20.14,0.0,0.0,1.0,1.0,0.0,4.42884126493818,11.11111111111111,2.2222222222222223,54,15,30.02
26.32,30.77,1.0,0.0,0.0,1.0,0.0,6.864114400722073,21.11111111111111,7.777777777777778,43,9,29.81
22.39,24.23,1.0,0.0,0.0,1.0,0.0,5.641074844814598,12.222222222222221,2.2222222222222223,51,13,30.02
19.6,30.66,0.0,1.0,0.0,0.0,1.0,2.440008351355948,11.11111111111111,1.1111111111111112,50,5,30.14
20.51,24.36,0.0,0.0,1.0,1.0,0.0,4.382102589075289,11.11111111111111,2.7777777777777777,58,14,30.02
12.99,30.54,1.0,0.0,0.0,1.0,0.0,2.497608378360415,11.11111111111111,1.1111111111111112,50,8,30.14
27.21,25.39,1.0,0.0,0.0,1.0,0.0,4.500970409228758,17.77777777777778,7.777777777777778,52,10,30.23
31.31,31.72,1.0,0.0,0.0,1.0,0.0,7.900896974175427,20.0,10.0,52,14,29.78
27.67,25.57,1.0,0.0,0.0,1.0,0.0,8.465728379040836,17.77777777777778,7.777777777777778,52,15,30.17
24.8,27.15,1.0,0.0,0.0,1.0,0.0,4.365170358583868,17.77777777777778,7.222222222222222,49,7,30.23
11.32,29.82,1.0,0.0,0.0,1.0,0.0,1.2650897328331892,11.11111111111111,0.0,47,9,30.17
20.89,27.63,1.0,0.0,0.0,1.0,0.0,4.295036460069606,12.222222222222221,-2.2222222222222223,38,15,30.02
21.81,30.69,0.0,0.0,1.0,0.0,1.0,4.299311014378476,7.777777777777778,6.111111111111111,87,2,30.02
25.09,26.07,1.0,0.0,0.0,1.0,0.0,4.4343189960000995,17.77777777777778,7.777777777777778,52,10,30.23
17.71,24.86,1.0,0.0,0.0,1.0,0.0,8.649636669143959,11.11111111111111,1.1111111111111112,50,13,30.17
37.62,26.79,1.0,0.0,0.0,1.0,0.0,8.12226238802898,20.0,7.777777777777778,46,14,29.78
17.93,32.73,1.0,0.0,0.0,1.0,0.0,8.298370949632405,17.77777777777778,7.222222222222222,49,7,30.23
23.75,30.84,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
16.51,33.68,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.777777777777778,52,13,30.17
17.64,25.89,1.0,0.0,0.0,1.0,0.0,9.417302252717663,11.11111111111111,0.0,47,12,30.14
27.88,26.32,0.0,0.0,1.0,0.0,1.0,4.2060436499403355,7.777777777777778,6.111111111111111,87,3,30.02
30.54,17.69,1.0,0.0,0.0,1.0,0.0,6.085062074627943,11.11111111111111,1.1111111111111112,50,14,30.02
45.1,35.9,1.0,0.0,0.0,1.0,0.0,4.757975974423673,20.0,10.0,52,13,29.78
21.38,20.2,1.0,0.0,0.0,1.0,0.0,0.9316159808879092,11.11111111111111,1.1111111111111112,50,8,30.14
14.78,30.72,1.0,0.0,0.0,1.0,0.0,2.4784882193517346,10.0,0.0,50,10,30.17
25.54,18.36,1.0,0.0,0.0,1.0,0.0,7.9632986224064215,11.11111111111111,1.1111111111111112,50,13,30.17
31.25,28.8,1.0,0.0,0.0,1.0,0.0,6.555363639709995,21.11111111111111,7.777777777777778,43,9,29.81
27.87,26.61,1.0,0.0,0.0,1.0,0.0,6.560782930138728,21.11111111111111,7.777777777777778,43,9,29.81
31.16,24.67,1.0,0.0,0.0,1.0,0.0,8.848488620882819,17.77777777777778,7.777777777777778,52,10,30.2
20.8,30.7,0.0,0.0,1.0,1.0,0.0,4.484417566262059,18.88888888888889,7.222222222222222,46,3,29.84
27.84,28.62,1.0,0.0,0.0,1.0,0.0,7.3335508877010245,21.11111111111111,7.222222222222222,40,10,29.81
29.2,25.88,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
34.19,32.67,1.0,0.0,0.0,1.0,0.0,2.233655819454449,17.77777777777778,7.777777777777778,52,13,30.17
27.78,34.88,1.0,0.0,0.0,1.0,0.0,7.854885970182322,17.77777777777778,7.222222222222222,49,7,30.23
27.69,19.48,0.0,0.0,1.0,1.0,0.0,4.983848908715276,11.11111111111111,2.2222222222222223,54,15,30.02
25.48,30.43,1.0,0.0,0.0,1.0,0.0,6.675766763432172,21.11111111111111,7.777777777777778,43,9,29.81
20.21,34.92,1.0,0.0,0.0,1.0,0.0,4.252901127678123,17.77777777777778,7.777777777777778,52,13,30.17
14.13,28.03,1.0,0.0,0.0,1.0,0.0,4.389082655089779,10.0,0.0,50,7,30.17
29.54,26.27,1.0,0.0,0.0,1.0,0.0,4.170739035526663,17.77777777777778,7.222222222222222,49,9,30.2
25.37,20.6,0.0,0.0,1.0,1.0,0.0,4.371545988156471,11.11111111111111,2.7777777777777777,58,14,30.02
20.57,29.13,1.0,0.0,0.0,1.0,0.0,6.682616830929725,17.77777777777778,7.777777777777778,52,15,30.17
21.06,21.92,1.0,0.0,0.0,1.0,0.0,6.780028148305586,11.11111111111111,0.0,47,12,30.14
26.77,33.58,1.0,0.0,0.0,1.0,0.0,4.650084514395878,17.77777777777778,7.777777777777778,52,13,30.17
44.07,24.38,1.0,0.0,0.0,1.0,0.0,8.806427556544058,20.0,7.777777777777778,46,14,29.78
27.99,27.38,0.0,0.0,1.0,0.0,1.0,4.265788710189831,7.777777777777778,6.111111111111111,87,3,30.02
25.18,20.22,1.0,0.0,0.0,1.0,0.0,8.266176075488461,12.222222222222221,0.0,44,17,30.02
30.94,33.77,1.0,0.0,0.0,1.0,0.0,6.404539698049881,21.11111111111111,7.222222222222222,40,10,29.81
21.6,29.25,1.0,0.0,0.0,1.0,0.0,6.7981413851257235,17.77777777777778,7.777777777777778,52,10,30.2
29.72,27.9,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
19.07,29.13,1.0,0.0,0.0,1.0,0.0,4.360099684008819,10.0,0.0,50,7,30.17
27.2,26.05,1.0,0.0,0.0,1.0,0.0,0.8897545349066652,17.77777777777778,7.777777777777778,52,15,30.17
28.93,26.13,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
23.61,29.5,1.0,0.0,0.0,1.0,0.0,8.62509434031109,17.77777777777778,7.777777777777778,52,10,30.2
28.36,20.37,1.0,0.0,0.0,1.0,0.0,6.265803867753163,12.222222222222221,2.2222222222222223,51,13,30.02
27.41,26.39,1.0,0.0,0.0,1.0,0.0,4.303321609594163,17.77777777777778,7.777777777777778,52,15,30.17
43.59,28.9,1.0,0.0,0.0,1.0,0.0,8.764566691571343,20.0,10.0,52,14,29.78
15.98,28.59,0.0,1.0,0.0,0.0,1.0,2.4777659152943277,11.11111111111111,1.1111111111111112,50,7,30.14
20.22,29.43,1.0,0.0,0.0,1.0,0.0,6.607697204874531,17.77777777777778,7.777777777777778,52,15,30.17
14.15,35.88,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,13,30.17
25.74,18.41,1.0,0.0,0.0,1.0,0.0,1.4593030871459896,12.222222222222221,0.0,44,12,30.17
23.68,19.55,1.0,0.0,0.0,1.0,0.0,0.979426686775127,11.11111111111111,1.1111111111111112,50,8,30.14
22.7,28.99,1.0,0.0,0.0,1.0,0.0,8.21970166879343,17.77777777777778,7.777777777777778,52,10,30.2
19.18,30.47,1.0,0.0,0.0,1.0,0.0,9.074343654285743,17.77777777777778,7.777777777777778,52,15,30.17
22.2,30.27,0.0,0.0,1.0,1.0,0.0,4.237716883388473,17.77777777777778,7.222222222222222,49,5,29.87
28.11,27.05,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
26.48,17.66,1.0,0.0,0.0,1.0,0.0,0.9610413737280795,11.11111111111111,1.1111111111111112,50,8,30.14
21.37,32.75,1.0,0.0,0.0,1.0,0.0,6.264026052895261,21.11111111111111,7.222222222222222,40,10,29.81
30.02,20.12,1.0,0.0,0.0,1.0,0.0,4.705826774228502,11.11111111111111,0.0,47,9,30.17
22.92,28.29,1.0,0.0,0.0,1.0,0.0,6.605824209146921,17.77777777777778,7.777777777777778,52,13,30.17
26.3,20.73,1.0,0.0,0.0,1.0,0.0,6.598964363565482,12.222222222222221,1.1111111111111112,47,14,29.99
33.17,28.69,1.0,0.0,0.0,1.0,0.0,6.411791219238184,21.11111111111111,7.222222222222222,40,10,29.81
28.06,18.96,1.0,0.0,0.0,1.0,0.0,6.239870388613381,11.11111111111111,1.1111111111111112,50,14,30.02
20.44,28.03,1.0,0.0,0.0,1.0,0.0,4.251873060316418,17.77777777777778,7.777777777777778,52,13,30.17
11.28,28.57,1.0,0.0,0.0,1.0,0.0,0.5559317133380678,10.0,0.0,50,7,30.17
25.17,19.19,1.0,0.0,0.0,1.0,0.0,8.415515311581913,12.222222222222221,0.0,44,12,30.17
23.23,19.22,1.0,0.0,0.0,1.0,0.0,0.8751998512169088,11.11111111111111,1.1111111111111112,50,8,30.14
23.11,22.13,1.0,0.0,0.0,1.0,0.0,6.238146694120495,12.222222222222221,1.1111111111111112,47,14,29.99
22.71,29.77,0.0,0.0,1.0,1.0,0.0,4.4138544627674055,18.88888888888889,7.222222222222222,46,3,29.84
23.92,26.9,1.0,0.0,0.0,1.0,0.0,0.8910873496402729,17.77777777777778,7.777777777777778,52,15,30.17
20.49,28.51,1.0,0.0,0.0,1.0,0.0,7.71676940262178,17.77777777777778,7.777777777777778,52,10,30.23
25.35,30.02,1.0,0.0,0.0,1.0,0.0,2.5626845562159235,10.0,0.0,50,7,30.17
26.7,28.56,1.0,0.0,0.0,1.0,0.0,4.178220235317821,17.77777777777778,7.777777777777778,52,10,30.2
19.2,33.77,1.0,0.0,0.0,1.0,0.0,3.025557453393599,17.77777777777778,7.777777777777778,52,13,30.17
24.53,30.99,1.0,0.0,0.0,1.0,0.0,4.158911687356649,17.22222222222222,7.222222222222222,52,13,30.17
20.34,30.97,1.0,0.0,0.0,1.0,0.0,6.598059952816127,21.11111111111111,7.222222222222222,40,10,29.81
33.13,27.57,0.0,0.0,1.0,1.0,0.0,4.300105722897247,17.77777777777778,7.222222222222222,49,5,29.87
17.98,22.5,1.0,0.0,0.0,1.0,0.0,1.349698942742171,11.11111111111111,1.1111111111111112,50,8,30.14
23.72,28.93,0.0,0.0,1.0,1.0,0.0,4.265294995213544,17.77777777777778,7.222222222222222,49,5,29.87
26.92,26.07,1.0,0.0,0.0,1.0,0.0,6.655338399958605,17.77777777777778,7.777777777777778,52,10,30.2
34.58,17.41,1.0,0.0,0.0,1.0,0.0,8.143655798319793,12.222222222222221,1.1111111111111112,47,16,30.02
12.15,28.28,1.0,0.0,0.0,1.0,0.0,2.2905058330929955,10.0,0.0,50,7,30.17
17.84,33.28,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
24.24,26.44,1.0,0.0,0.0,1.0,0.0,1.7024466169035557,17.77777777777778,7.222222222222222,49,9,30.2
21.94,27.2,1.0,0.0,0.0,1.0,0.0,8.345332492717034,17.77777777777778,7.222222222222222,49,9,30.2
20.6,32.57,0.0,1.0,0.0,0.0,1.0,2.4684695289131087,11.11111111111111,1.1111111111111112,50,7,30.14
27.61,25.27,0.0,0.0,1.0,1.0,0.0,5.160726197091939,20.0,6.111111111111111,40,5,29.84
21.74,29.2,1.0,0.0,0.0,1.0,0.0,9.142949247964122,17.77777777777778,7.777777777777778,52,15,30.17
23.2,28.12,1.0,0.0,0.0,1.0,0.0,4.214682026471083,17.77777777777778,7.222222222222222,49,9,30.2
19.32,32.99,0.0,0.0,1.0,1.0,0.0,4.265788710189831,11.11111111111111,2.7777777777777777,58,14,30.02
13.93,35.86,1.0,0.0,0.0,1.0,0.0,4.2475818228940225,17.22222222222222,7.222222222222222,52,13,30.17
29.84,25.69,0.0,0.0,1.0,1.0,0.0,5.758916917767041,20.0,6.111111111111111,40,5,29.84
17.14,24.67,1.0,0.0,0.0,1.0,0.0,8.67267128534162,10.0,0.0,50,7,30.17
32.11,23.83,1.0,0.0,0.0,1.0,0.0,8.497519377763648,17.77777777777778,7.777777777777778,52,10,30.2
19.66,31.94,1.0,0.0,0.0,1.0,0.0,6.520572793990075,12.222222222222221,1.1111111111111112,47,13,29.99
17.44,33.37,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
14.95,25.17,1.0,0.0,0.0,1.0,0.0,9.11545045103934,11.11111111111111,0.0,47,9,30.17
23.44,23.1,1.0,0.0,0.0,1.0,0.0,4.226432185439245,11.11111111111111,1.1111111111111112,50,13,30.17
21.87,28.22,1.0,0.0,0.0,1.0,0.0,8.345049035646394,17.77777777777778,7.222222222222222,49,9,30.2
25.82,28.28,0.0,0.0,1.0,1.0,0.0,4.299311014378476,10.0,2.2222222222222223,58,13,30.02
23.72,27.69,1.0,0.0,0.0,1.0,0.0,4.3531000178006645,17.77777777777778,7.222222222222222,49,7,30.23
24.57,24.65,1.0,0.0,0.0,1.0,0.0,8.892645231262897,11.11111111111111,1.1111111111111112,50,8,30.14
25.6,32.32,1.0,0.0,0.0,1.0,0.0,4.300105722897247,20.0,10.0,52,13,29.78
17.07,32.38,1.0,0.0,0.0,1.0,0.0,6.549755762848426,12.222222222222221,1.1111111111111112,47,14,29.99
26.0,32.54,1.0,0.0,0.0,1.0,0.0,0.7167288307813826,17.77777777777778,7.222222222222222,49,7,30.23
43.18,24.19,1.0,0.0,0.0,1.0,0.0,7.548971131835252,21.11111111111111,7.222222222222222,40,10,29.81
20.68,32.04,1.0,0.0,0.0,1.0,0.0,7.77524434324583,17.77777777777778,7.777777777777778,52,10,30.23
28.23,25.89,1.0,0.0,0.0,1.0,0.0,8.421226356760801,17.77777777777778,7.777777777777778,52,15,30.17
25.0,19.61,1.0,0.0,0.0,1.0,0.0,8.855841012206458,12.222222222222221,0.0,44,12,30.17
16.04,33.61,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.777777777777778,52,13,30.17
27.99,16.75,1.0,0.0,0.0,1.0,0.0,8.372190541611662,11.11111111111111,1.1111111111111112,50,13,30.17
21.48,21.13,1.0,0.0,0.0,1.0,0.0,4.380213067568159,11.11111111111111,1.1111111111111112,50,13,30.17
28.05,30.38,1.0,0.0,0.0,1.0,0.0,4.300105722897247,20.0,10.0,52,13,29.78
26.33,19.8,1.0,0.0,0.0,1.0,0.0,6.991855046345037,12.222222222222221,0.0,44,17,30.02
25.89,20.78,1.0,0.0,0.0,1.0,0.0,7.250566069218883,12.222222222222221,1.1111111111111112,47,14,29.99
24.02,34.58,1.0,0.0,0.0,1.0,0.0,6.409845931939822,21.11111111111111,7.222222222222222,40,10,29.81
20.45,22.22,1.0,0.0,0.0,1.0,0.0,7.721673934405229,12.222222222222221,0.0,44,12,30.17
28.47,28.21,1.0,0.0,0.0,1.0,0.0,6.265859499281465,21.11111111111111,7.222222222222222,40,6,29.84
18.11,22.83,1.0,0.0,0.0,1.0,0.0,4.226636390103661,11.11111111111111,1.1111111111111112,50,13,30.17
29.2,24.86,0.0,0.0,1.0,1.0,0.0,6.241845007468378,20.0,6.111111111111111,40,5,29.84
17.98,24.18,1.0,0.0,0.0,1.0,0.0,4.027692233093784,12.222222222222221,0.0,44,12,30.17
40.87,26.73,1.0,0.0,0.0,1.0,0.0,8.189638023864765,20.0,7.777777777777778,46,14,29.78
23.29,33.61,0.0,0.0,1.0,1.0,0.0,4.299311014378476,10.0,2.2222222222222223,58,13,30.02
22.26,30.32,0.0,0.0,1.0,1.0,0.0,4.300105722897247,17.77777777777778,7.222222222222222,49,5,29.87
25.91,28.96,1.0,0.0,0.0,1.0,0.0,4.000479641903177,17.77777777777778,7.777777777777778,52,10,30.2
32.44,23.97,1.0,0.0,0.0,1.0,0.0,8.841842964142197,17.77777777777778,7.777777777777778,52,10,30.2
23.35,29.34,0.0,0.0,1.0,1.0,0.0,4.420136718942093,18.88888888888889,7.222222222222222,46,3,29.84
23.36,29.08,0.0,1.0,0.0,0.0,1.0,2.493664583496702,11.11111111111111,1.1111111111111112,50,7,30.14
25.0,23.86,1.0,0.0,0.0,1.0,0.0,3.9622726300566846,12.222222222222221,0.0,44,12,30.17
15.67,28.29,0.0,1.0,0.0,0.0,1.0,2.498825021600414,11.11111111111111,1.1111111111111112,50,7,30.14
23.08,28.16,1.0,0.0,0.0,1.0,0.0,4.3497994311880195,17.77777777777778,7.222222222222222,49,7,30.23
23.55,28.8,1.0,0.0,0.0,1.0,0.0,6.0845511095359575,20.0,5.0,37,5,29.84
31.6,30.67,1.0,0.0,0.0,1.0,0.0,6.403885086120287,21.11111111111111,7.222222222222222,40,6,29.84
24.12,23.69,1.0,0.0,0.0,1.0,0.0,5.301139303133768,12.222222222222221,1.1111111111111112,47,13,29.99
28.67,19.61,1.0,0.0,0.0,1.0,0.0,6.528439347722888,12.222222222222221,2.2222222222222223,51,13,30.02
26.85,18.51,1.0,0.0,0.0,1.0,0.0,6.862108430123212,12.222222222222221,1.1111111111111112,47,14,29.99
22.22,20.27,1.0,0.0,0.0,1.0,0.0,0.8999664124037728,11.11111111111111,1.1111111111111112,50,8,30.14
17.2,22.56,1.0,0.0,0.0,1.0,0.0,0.8121765295044134,11.11111111111111,0.0,47,9,30.17
19.81,32.14,0.0,1.0,0.0,0.0,1.0,2.4467021192890805,11.11111111111111,1.1111111111111112,50,7,30.14
