hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
26.77,33.58,1.0,0.0,0.0,1.0,0.0,4.650084514395878
44.07,24.38,1.0,0.0,0.0,1.0,0.0,8.806427556544058
27.99,27.38,0.0,0.0,1.0,0.0,1.0,4.265788710189831
25.18,20.22,1.0,0.0,0.0,1.0,0.0,8.266176075488461
30.94,33.77,1.0,0.0,0.0,1.0,0.0,6.404539698049881
21.6,29.25,1.0,0.0,0.0,1.0,0.0,6.7981413851257235
29.72,27.9,1.0,0.0,0.0,1.0,0.0,4.28771536809394
19.07,29.13,1.0,0.0,0.0,1.0,0.0,4.360099684008819
27.2,26.05,1.0,0.0,0.0,1.0,0.0,0.8897545349066652
28.93,26.13,1.0,0.0,0.0,1.0,0.0,2.4479731063093513
23.61,29.5,1.0,0.0,0.0,1.0,0.0,8.62509434031109
28.36,20.37,1.0,0.0,0.0,1.0,0.0,6.265803867753163
27.41,26.39,1.0,0.0,0.0,1.0,0.0,4.303321609594163
43.59,28.9,1.0,0.0,0.0,1.0,0.0,8.764566691571343
15.98,28.59,0.0,1.0,0.0,0.0,1.0,2.4777659152943277
20.22,29.43,1.0,0.0,0.0,1.0,0.0,6.607697204874531
14.15,35.88,1.0,0.0,0.0,1.0,0.0,4.28771536809394
25.74,18.41,1.0,0.0,0.0,1.0,0.0,1.4593030871459896
23.68,19.55,1.0,0.0,0.0,1.0,0.0,0.979426686775127
22.7,28.99,1.0,0.0,0.0,1.0,0.0,8.21970166879343
19.18,30.47,1.0,0.0,0.0,1.0,0.0,9.074343654285743
22.2,30.27,0.0,0.0,1.0,1.0,0.0,4.237716883388473
28.11,27.05,1.0,0.0,0.0,1.0,0.0,2.437765286121071
26.48,17.66,1.0,0.0,0.0,1.0,0.0,0.9610413737280795
21.37,32.75,1.0,0.0,0.0,1.0,0.0,6.264026052895261
30.02,20.12,1.0,0.0,0.0,1.0,0.0,4.705826774228502
22.92,28.29,1.0,0.0,0.0,1.0,0.0,6.605824209146921
26.3,20.73,1.0,0.0,0.0,1.0,0.0,6.598964363565482
33.17,28.69,1.0,0.0,0.0,1.0,0.0,6.411791219238184
28.06,18.96,1.0,0.0,0.0,1.0,0.0,6.239870388613381
20.44,28.03,1.0,0.0,0.0,1.0,0.0,4.251873060316418
11.28,28.57,1.0,0.0,0.0,1.0,0.0,0.5559317133380678
25.17,19.19,1.0,0.0,0.0,1.0,0.0,8.415515311581913
23.23,19.22,1.0,0.0,0.0,1.0,0.0,0.8751998512169088
23.11,22.13,1.0,0.0,0.0,1.0,0.0,6.238146694120495
22.71,29.77,0.0,0.0,1.0,1.0,0.0,4.4138544627674055
23.92,26.9,1.0,0.0,0.0,1.0,0.0,0.8910873496402729
20.49,28.51,1.0,0.0,0.0,1.0,0.0,7.71676940262178
25.35,30.02,1.0,0.0,0.0,1.0,0.0,2.5626845562159235
26.7,28.56,1.0,0.0,0.0,1.0,0.0,4.178220235317821
19.2,33.77,1.0,0.0,0.0,1.0,0.0,3.025557453393599
24.53,30.99,1.0,0.0,0.0,1.0,0.0,4.158911687356649
20.34,30.97,1.0,0.0,0.0,1.0,0.0,6.598059952816127
33.13,27.57,0.0,0.0,1.0,1.0,0.0,4.300105722897247
17.98,22.5,1.0,0.0,0.0,1.0,0.0,1.349698942742171
23.72,28.93,0.0,0.0,1.0,1.0,0.0,4.265294995213544
26.92,26.07,1.0,0.0,0.0,1.0,0.0,6.655338399958605
34.58,17.41,1.0,0.0,0.0,1.0,0.0,8.143655798319793
12.15,28.28,1.0,0.0,0.0,1.0,0.0,2.2905058330929955
17.84,33.28,0.0,1.0,0.0,0.0,1.0,4.299311014378476
24.24,26.44,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
21.94,27.2,1.0,0.0,0.0,1.0,0.0,8.345332492717034
20.6,32.57,0.0,1.0,0.0,0.0,1.0,2.4684695289131087
27.61,25.27,0.0,0.0,1.0,1.0,0.0,5.160726197091939
21.74,29.2,1.0,0.0,0.0,1.0,0.0,9.142949247964122
23.2,28.12,1.0,0.0,0.0,1.0,0.0,4.214682026471083
19.32,32.99,0.0,0.0,1.0,1.0,0.0,4.265788710189831
13.93,35.86,1.0,0.0,0.0,1.0,0.0,4.2475818228940225
29.84,25.69,0.0,0.0,1.0,1.0,0.0,5.758916917767041
17.14,24.67,1.0,0.0,0.0,1.0,0.0,8.67267128534162
32.11,23.83,1.0,0.0,0.0,1.0,0.0,8.497519377763648
19.66,31.94,1.0,0.0,0.0,1.0,0.0,6.520572793990075
17.44,33.37,0.0,1.0,0.0,0.0,1.0,4.299311014378476
14.95,25.17,1.0,0.0,0.0,1.0,0.0,9.11545045103934
23.44,23.1,1.0,0.0,0.0,1.0,0.0,4.226432185439245
21.87,28.22,1.0,0.0,0.0,1.0,0.0,8.345049035646394
25.82,28.28,0.0,0.0,1.0,1.0,0.0,4.299311014378476
23.72,27.69,1.0,0.0,0.0,1.0,0.0,4.3531000178006645
24.57,24.65,1.0,0.0,0.0,1.0,0.0,8.892645231262897
25.6,32.32,1.0,0.0,0.0,1.0,0.0,4.300105722897247
17.07,32.38,1.0,0.0,0.0,1.0,0.0,6.549755762848426
26.0,32.54,1.0,0.0,0.0,1.0,0.0,0.7167288307813826
43.18,24.19,1.0,0.0,0.0,1.0,0.0,7.548971131835252
20.68,32.04,1.0,0.0,0.0,1.0,0.0,7.77524434324583
28.23,25.89,1.0,0.0,0.0,1.0,0.0,8.421226356760801
25.0,19.61,1.0,0.0,0.0,1.0,0.0,8.855841012206458
16.04,33.61,1.0,0.0,0.0,1.0,0.0,4.28771536809394
27.99,16.75,1.0,0.0,0.0,1.0,0.0,8.372190541611662
21.48,21.13,1.0,0.0,0.0,1.0,0.0,4.380213067568159
28.05,30.38,1.0,0.0,0.0,1.0,0.0,4.300105722897247
26.33,19.8,1.0,0.0,0.0,1.0,0.0,6.991855046345037
25.89,20.78,1.0,0.0,0.0,1.0,0.0,7.250566069218883
24.02,34.58,1.0,0.0,0.0,1.0,0.0,6.409845931939822
20.45,22.22,1.0,0.0,0.0,1.0,0.0,7.721673934405229
28.47,28.21,1.0,0.0,0.0,1.0,0.0,6.265859499281465
18.11,22.83,1.0,0.0,0.0,1.0,0.0,4.226636390103661
29.2,24.86,0.0,0.0,1.0,1.0,0.0,6.241845007468378
17.98,24.18,1.0,0.0,0.0,1.0,0.0,4.027692233093784
40.87,26.73,1.0,0.0,0.0,1.0,0.0,8.189638023864765
23.29,33.61,0.0,0.0,1.0,1.0,0.0,4.299311014378476
22.26,30.32,0.0,0.0,1.0,1.0,0.0,4.300105722897247
25.91,28.96,1.0,0.0,0.0,1.0,0.0,4.000479641903177
32.44,23.97,1.0,0.0,0.0,1.0,0.0,8.841842964142197
23.35,29.34,0.0,0.0,1.0,1.0,0.0,4.420136718942093
23.36,29.08,0.0,1.0,0.0,0.0,1.0,2.493664583496702
25.0,23.86,1.0,0.0,0.0,1.0,0.0,3.9622726300566846
15.67,28.29,0.0,1.0,0.0,0.0,1.0,2.498825021600414
23.08,28.16,1.0,0.0,0.0,1.0,0.0,4.3497994311880195
23.55,28.8,1.0,0.0,0.0,1.0,0.0,6.0845511095359575
31.6,30.67,1.0,0.0,0.0,1.0,0.0,6.403885086120287
24.12,23.69,1.0,0.0,0.0,1.0,0.0,5.301139303133768
28.67,19.61,1.0,0.0,0.0,1.0,0.0,6.528439347722888
26.85,18.51,1.0,0.0,0.0,1.0,0.0,6.862108430123212
22.22,20.27,1.0,0.0,0.0,1.0,0.0,0.8999664124037728
17.2,22.56,1.0,0.0,0.0,1.0,0.0,0.8121765295044134
19.81,32.14,0.0,1.0,0.0,0.0,1.0,2.4467021192890805
22.66,29.43,0.0,0.0,1.0,1.0,0.0,4.2876044185655156
22.29,29.98,0.0,0.0,1.0,1.0,0.0,4.431385650293178
23.72,30.99,1.0,0.0,0.0,1.0,0.0,4.497872218720725
24.88,29.36,0.0,1.0,0.0,0.0,1.0,2.459214720742474
25.94,20.31,1.0,0.0,0.0,1.0,0.0,7.214453772898274
22.13,19.1,1.0,0.0,0.0,1.0,0.0,4.676702618459696
24.87,20.86,0.0,0.0,1.0,1.0,0.0,4.357667590703572
22.02,20.35,1.0,0.0,0.0,1.0,0.0,1.0461736007681035
18.49,21.92,1.0,0.0,0.0,1.0,0.0,1.306086163493176
26.4,19.78,1.0,0.0,0.0,1.0,0.0,7.806273822420807
12.13,28.02,1.0,0.0,0.0,1.0,0.0,2.2872623946788155
25.74,30.33,1.0,0.0,0.0,1.0,0.0,5.664258933194781
33.97,27.83,1.0,0.0,0.0,1.0,0.0,7.449320504726532
29.5,17.76,1.0,0.0,0.0,1.0,0.0,8.672203393457018
25.58,31.69,1.0,0.0,0.0,1.0,0.0,2.488342944430258
27.05,28.82,1.0,0.0,0.0,1.0,0.0,6.252418474365357
18.18,30.76,1.0,0.0,0.0,1.0,0.0,7.696233173390441
23.95,29.73,1.0,0.0,0.0,1.0,0.0,4.28771536809394
30.09,17.37,1.0,0.0,0.0,1.0,0.0,8.774466325639422
21.47,20.4,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
26.16,29.16,1.0,0.0,0.0,1.0,0.0,3.9959670038900263
32.8,17.97,1.0,0.0,0.0,1.0,0.0,6.6040721084834715
29.16,30.86,1.0,0.0,0.0,1.0,0.0,8.83087447485749
29.75,28.8,1.0,0.0,0.0,1.0,0.0,2.5664995232808505
33.11,24.35,1.0,0.0,0.0,1.0,0.0,4.28771536809394
21.89,36.14,1.0,0.0,0.0,1.0,0.0,4.330970917613383
31.6,17.89,0.0,0.0,1.0,1.0,0.0,5.432234713850049
19.06,32.35,0.0,1.0,0.0,0.0,1.0,4.299311014378476
21.75,28.9,1.0,0.0,0.0,1.0,0.0,4.168903729749671
23.14,27.69,1.0,0.0,0.0,1.0,0.0,8.573732055463744
19.53,23.8,1.0,0.0,0.0,1.0,0.0,6.342471107931381
19.51,31.21,0.0,0.0,1.0,1.0,0.0,4.427623168956896
33.04,29.9,1.0,0.0,0.0,1.0,0.0,8.300077811911152
29.83,26.33,1.0,0.0,0.0,1.0,0.0,2.4479731063093513
19.23,23.07,1.0,0.0,0.0,1.0,0.0,9.815966751368087
17.29,25.54,1.0,0.0,0.0,1.0,0.0,4.29728289847146
28.41,26.83,1.0,0.0,0.0,1.0,0.0,1.3013514582076087
18.24,32.11,1.0,0.0,0.0,1.0,0.0,4.28771536809394
32.77,17.19,1.0,0.0,0.0,1.0,0.0,8.833040571109736
29.33,30.07,1.0,0.0,0.0,1.0,0.0,7.131902315449409
15.63,31.28,1.0,0.0,0.0,1.0,0.0,5.17182816517049
36.46,29.16,1.0,0.0,0.0,1.0,0.0,8.300077811911152
24.13,24.51,1.0,0.0,0.0,1.0,0.0,5.522276788009226
14.54,26.75,1.0,0.0,0.0,1.0,0.0,6.790680632829777
17.18,24.14,1.0,0.0,0.0,1.0,0.0,4.424793301471229
27.93,29.32,1.0,0.0,0.0,1.0,0.0,1.2423519886582932
25.79,28.97,1.0,0.0,0.0,1.0,0.0,6.288321110357986
26.71,19.82,0.0,0.0,1.0,1.0,0.0,4.428993432797226
8.97,30.84,1.0,0.0,0.0,1.0,0.0,6.553406518364851
27.62,16.5,1.0,0.0,0.0,1.0,0.0,4.557300749022975
25.31,33.17,1.0,0.0,0.0,1.0,0.0,2.001751562154372
26.7,19.47,1.0,0.0,0.0,1.0,0.0,8.196716639724427
32.58,27.93,0.0,0.0,1.0,1.0,0.0,4.300105722897247
23.88,29.2,0.0,0.0,1.0,0.0,1.0,4.265788710189831
21.84,27.75,1.0,0.0,0.0,1.0,0.0,6.581777941760232
26.35,29.22,1.0,0.0,0.0,1.0,0.0,2.0762613257701727
21.98,20.23,1.0,0.0,0.0,1.0,0.0,8.723809767521008
16.23,33.63,0.0,1.0,0.0,0.0,1.0,4.299311014378476
23.43,28.08,1.0,0.0,0.0,1.0,0.0,8.34187415557738
27.39,18.75,1.0,0.0,0.0,1.0,0.0,8.835173770801568
40.16,25.6,1.0,0.0,0.0,1.0,0.0,7.694652614517689
29.14,18.43,0.0,0.0,1.0,1.0,0.0,4.738570546206996
24.47,31.01,1.0,0.0,0.0,1.0,0.0,4.158911687356649
26.04,19.09,1.0,0.0,0.0,1.0,0.0,7.267638056809976
26.05,29.25,0.0,0.0,1.0,1.0,0.0,4.299311014378476
12.15,29.05,1.0,0.0,0.0,1.0,0.0,2.4459361613109154
17.74,24.22,1.0,0.0,0.0,1.0,0.0,4.37986200517136
24.67,28.42,1.0,0.0,0.0,1.0,0.0,4.28771536809394
23.13,27.85,1.0,0.0,0.0,1.0,0.0,1.317255997846471
22.76,29.58,1.0,0.0,0.0,1.0,0.0,2.4398955204658472
22.09,29.38,1.0,0.0,0.0,1.0,0.0,6.566968043417604
25.29,19.53,1.0,0.0,0.0,1.0,0.0,9.855769279712405
20.93,26.91,1.0,0.0,0.0,1.0,0.0,6.7975134018787084
19.65,22.0,0.0,1.0,0.0,0.0,1.0,0.7491250746004526
29.89,17.48,1.0,0.0,0.0,1.0,0.0,8.637929874267696
19.49,28.57,1.0,0.0,0.0,1.0,0.0,4.380174682573826
22.8,21.67,1.0,0.0,0.0,1.0,0.0,6.587440998827098
19.68,23.73,1.0,0.0,0.0,1.0,0.0,4.3574702649482315
27.41,31.01,1.0,0.0,0.0,1.0,0.0,4.300105722897247
20.87,28.41,0.0,1.0,0.0,0.0,1.0,2.5553587044378094
19.29,29.05,1.0,0.0,0.0,1.0,0.0,4.083570696629296
16.52,31.41,1.0,0.0,0.0,1.0,0.0,7.722989275765838
28.14,17.31,1.0,0.0,0.0,1.0,0.0,8.75645951426892
27.1,19.98,0.0,0.0,1.0,1.0,0.0,4.342389909712477
16.12,27.3,0.0,1.0,0.0,0.0,1.0,2.4853798324885723
22.1,23.55,1.0,0.0,0.0,1.0,0.0,5.4997848617308955
17.07,30.33,1.0,0.0,0.0,1.0,0.0,8.059627530140503
28.97,21.62,1.0,0.0,0.0,1.0,0.0,5.957112389491585
28.11,23.46,1.0,0.0,0.0,1.0,0.0,4.4687889008548005
34.9,15.45,1.0,0.0,0.0,1.0,0.0,8.831883187465944
26.08,25.62,1.0,0.0,0.0,1.0,0.0,8.825525300619312
19.46,30.66,1.0,0.0,0.0,1.0,0.0,2.4900445111865324
23.7,29.24,1.0,0.0,0.0,1.0,0.0,4.653465318001605
26.3,18.38,1.0,0.0,0.0,1.0,0.0,8.359665273480006
37.69,22.35,1.0,0.0,0.0,1.0,0.0,8.275296705927174
27.95,17.31,1.0,0.0,0.0,1.0,0.0,0.871232059467628
25.2,18.72,0.0,1.0,0.0,0.0,1.0,0.8869097677136623
25.6,29.25,0.0,0.0,1.0,0.0,1.0,4.299311014378476
29.36,25.64,1.0,0.0,0.0,1.0,0.0,8.628756117514351
29.58,26.84,0.0,0.0,1.0,0.0,1.0,4.265788710189831
28.74,28.09,0.0,0.0,1.0,1.0,0.0,4.265788710189831
28.15,27.16,1.0,0.0,0.0,1.0,0.0,6.748596405663412
22.41,29.64,0.0,0.0,1.0,1.0,0.0,4.4007643582041265
30.05,17.53,1.0,0.0,0.0,1.0,0.0,8.201874458782175
18.74,35.76,1.0,0.0,0.0,1.0,0.0,6.549634953392846
28.27,25.16,1.0,0.0,0.0,1.0,0.0,8.3789146668577
24.36,19.8,1.0,0.0,0.0,1.0,0.0,8.153767998722385
23.76,28.0,1.0,0.0,0.0,1.0,0.0,8.613969668392372
19.62,33.39,1.0,0.0,0.0,1.0,0.0,6.528720540940366
26.44,27.16,1.0,0.0,0.0,1.0,0.0,8.54426342961178
27.12,26.54,0.0,0.0,1.0,1.0,0.0,5.527412098679731
28.23,27.28,1.0,0.0,0.0,1.0,0.0,4.122134548739963
20.26,31.57,1.0,0.0,0.0,1.0,0.0,4.299311014378476
29.66,14.83,1.0,0.0,0.0,1.0,0.0,8.59432190084497
27.84,19.71,1.0,0.0,0.0,1.0,0.0,7.403318657009694
15.77,27.13,1.0,0.0,0.0,1.0,0.0,4.3124583700195185
18.31,32.77,1.0,0.0,0.0,1.0,0.0,4.28771536809394
28.8,27.81,1.0,0.0,0.0,1.0,0.0,4.28771536809394
19.82,21.92,0.0,1.0,0.0,0.0,1.0,0.8818477051659988
36.96,23.16,1.0,0.0,0.0,1.0,0.0,8.209902342549647
27.42,17.24,1.0,0.0,0.0,1.0,0.0,8.292758790789303
22.64,29.93,1.0,0.0,0.0,1.0,0.0,5.187922193791792
23.94,29.5,0.0,0.0,1.0,1.0,0.0,4.280788675632088
27.92,30.94,1.0,0.0,0.0,1.0,0.0,5.532762961666477
36.84,31.31,1.0,0.0,0.0,1.0,0.0,7.691077564132018
27.42,19.15,0.0,0.0,1.0,1.0,0.0,4.396505678058377
16.77,33.5,0.0,1.0,0.0,0.0,1.0,4.299311014378476
18.98,30.18,1.0,0.0,0.0,1.0,0.0,7.714193351374544
18.55,29.33,1.0,0.0,0.0,1.0,0.0,4.299311014378476
20.83,30.47,1.0,0.0,0.0,1.0,0.0,4.299311014378476
20.06,22.87,1.0,0.0,0.0,1.0,0.0,5.928671757961755
35.29,25.05,0.0,0.0,1.0,1.0,0.0,4.28771536809394
22.09,31.2,1.0,0.0,0.0,1.0,0.0,6.414675712764504
21.55,20.97,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
25.27,20.2,1.0,0.0,0.0,1.0,0.0,8.546372068644867
26.06,18.73,0.0,1.0,0.0,0.0,1.0,0.8316201024970922
42.31,24.36,1.0,0.0,0.0,1.0,0.0,8.707242217272864
26.09,26.43,0.0,0.0,1.0,1.0,0.0,5.172108937787931
17.08,34.6,1.0,0.0,0.0,1.0,0.0,4.28771536809394
26.39,26.91,0.0,0.0,1.0,0.0,1.0,4.299311014378476
33.43,27.87,1.0,0.0,0.0,1.0,0.0,8.637088592143364
29.44,26.78,1.0,0.0,0.0,1.0,0.0,4.293778207539303
22.52,21.43,1.0,0.0,0.0,1.0,0.0,8.439240544974252
26.0,28.01,1.0,0.0,0.0,1.0,0.0,2.480654442336141
23.01,20.77,1.0,0.0,0.0,1.0,0.0,6.525881526287238
28.58,18.67,0.0,0.0,1.0,1.0,0.0,4.360037311882195
23.45,29.06,1.0,0.0,0.0,1.0,0.0,8.324884731592219
19.11,21.36,1.0,0.0,0.0,1.0,0.0,1.411782943287533
13.58,27.78,1.0,0.0,0.0,1.0,0.0,2.300984896454462
