greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,99.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,2.2305799351709905,27.22222222222222,21.11111111111111,70,7,29.82
2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,2.232651959514643,33.888888888888886,18.88888888888889,41,6,29.79
2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,99.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,2.2305799351709905,27.77777777777778,21.11111111111111,66,8,29.82
2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,63.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2325097531474354,32.22222222222222,17.77777777777778,43,9,29.79
2.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,89.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,2.599931392339044,31.11111111111111,20.0,52,10,29.76
2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,91.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8260832463959416,30.0,20.0,55,9,29.73
4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,99.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,4.167300647663692,27.77777777777778,21.11111111111111,66,8,29.85
3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,82.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,3.400195833711558,27.77777777777778,21.11111111111111,66,2,29.85
3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,4.152886072072368,33.888888888888886,17.77777777777778,38,3,29.79
2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,77.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,2.398515618907028,35.0,17.77777777777778,36,5,29.76
2.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,90.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,2.599931392339044,31.11111111111111,18.88888888888889,49,10,29.73
4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,99.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,4.167300647663692,27.77777777777778,21.11111111111111,66,8,29.85
2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,64.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,2.3967494788418207,31.11111111111111,17.77777777777778,46,15,29.73
3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,70.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,2.232651959514643,32.77777777777778,18.88888888888889,43,7,29.82
2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,57.0,43.0,1.0,1.0,0.0,0.0,1.0,0.0,3.960083573718105,32.77777777777778,17.77777777777778,41,5,29.76
4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,80.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,4.198610290901764,26.11111111111111,17.77777777777778,61,6,29.85
2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,77.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,2.398515618907028,35.0,17.77777777777778,36,5,29.76
4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.225498068981291,30.0,17.77777777777778,48,6,29.85
2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,64.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,4.810934773965268,32.77777777777778,17.22222222222222,38,6,29.82
2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,85.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,3.400195833711558,27.77777777777778,21.11111111111111,66,2,29.85
3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,79.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1319780909505783,33.888888888888886,18.88888888888889,41,6,29.79
3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,79.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0954843621009314,27.77777777777778,21.11111111111111,66,3,29.85
2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,74.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,2.2665899613387137,32.77777777777778,18.88888888888889,43,3,29.82
2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,49.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,4.811684359158321,31.11111111111111,17.22222222222222,43,13,29.73
1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,74.0,40.0,1.0,1.0,0.0,0.0,1.0,0.0,4.876151993380595,32.77777777777778,18.88888888888889,43,6,29.79
2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,73.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,4.855726443370384,30.0,20.0,55,3,29.88
3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,77.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,5.169942873189839,31.11111111111111,21.11111111111111,55,9,29.73
2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,59.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,3.202561632503542,33.888888888888886,17.77777777777778,38,8,29.79
1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,71.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,5.223817080153297,31.11111111111111,20.0,52,12,29.73
2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,61.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,3.202561632503542,33.888888888888886,17.77777777777778,38,8,29.79
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,81.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,2.396681937392536,32.22222222222222,20.0,49,9,29.7
4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,78.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,2.2254656657939043,27.77777777777778,21.11111111111111,66,3,29.85
1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,62.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,4.715755772923994,35.0,16.11111111111111,32,3,29.76
1.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,99.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,5.218414939998898,27.77777777777778,21.11111111111111,66,8,29.85
2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,87.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3067698539339285,32.22222222222222,18.88888888888889,46,8,29.91
2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,64.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,2.609031432235393,32.77777777777778,17.22222222222222,38,6,29.82
3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,95.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,4.8139970286596325,27.77777777777778,21.11111111111111,66,8,29.82
2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,61.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5927916196567757,32.22222222222222,17.22222222222222,40,3,29.82
1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,92.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,4.839458770895119,31.11111111111111,20.0,52,10,29.76
4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,63.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2325097531474354,31.11111111111111,17.77777777777778,46,8,29.79
2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,3.9678334083983664,35.0,18.88888888888889,39,6,29.76
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,74.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,4.855726443370384,28.88888888888889,20.0,58,2,29.88
2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,96.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,2.3962253816710355,27.77777777777778,21.11111111111111,66,12,29.85
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,86.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5328729954945564,31.11111111111111,20.0,52,13,29.73
2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,79.0,33.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8283233477342271,27.77777777777778,21.11111111111111,66,2,29.85
3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,84.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,2.232651959514643,32.77777777777778,18.88888888888889,43,7,29.82
2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,99.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,2.6858064801412755,28.88888888888889,21.11111111111111,62,10,29.88
2.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,99.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,4.167300647663692,27.77777777777778,21.11111111111111,66,12,29.85
2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,72.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,5.169942873189839,31.11111111111111,21.11111111111111,55,9,29.73
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,76.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,2.614029457958729,33.888888888888886,18.88888888888889,41,6,29.79
4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,73.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3067698539339285,32.22222222222222,18.88888888888889,46,8,29.91
2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,61.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,3.960083573718105,32.77777777777778,17.77777777777778,41,5,29.76
1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,64.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,4.810934773965268,33.888888888888886,17.77777777777778,38,3,29.79
3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,4.311316225966489,30.0,17.77777777777778,48,6,29.85
5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,4.311316225966489,30.0,17.77777777777778,48,6,29.85
2.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,96.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,5.184178315659661,30.0,20.0,55,12,29.73
1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,77.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0569501138720883,35.0,17.22222222222222,34,5,29.76
4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,55.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,2.4483142457854457,28.88888888888889,20.0,58,2,29.88
2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,76.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,5.169942873189839,31.11111111111111,21.11111111111111,55,9,29.73
4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,91.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5328729954945564,31.11111111111111,20.0,52,13,29.73
5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,79.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,2.3072409411780925,25.0,17.77777777777778,65,5,29.82
4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,91.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,4.839458770895119,31.11111111111111,20.0,52,10,29.76
1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,75.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,2.7791099888271966,32.22222222222222,20.0,49,12,29.7
1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,57.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,4.832087982081858,32.22222222222222,15.0,36,3,29.79
3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,77.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,5.147828680575263,27.22222222222222,17.77777777777778,58,3,29.85
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,3.9678334083983664,33.888888888888886,18.88888888888889,41,6,29.79
4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,71.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3067698539339285,32.22222222222222,18.88888888888889,46,8,29.91
2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,80.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0954843621009314,27.77777777777778,21.11111111111111,66,3,29.85
2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,80.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3067698539339285,32.22222222222222,18.88888888888889,46,8,29.91
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,86.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,3.969815416337179,31.11111111111111,20.0,52,9,29.73
1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,88.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,4.190769802088732,27.77777777777778,21.11111111111111,66,2,29.85
2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,81.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,2.3072409411780925,26.11111111111111,17.77777777777778,61,6,29.85
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,78.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,4.822936084953792,27.77777777777778,21.11111111111111,66,3,29.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,79.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6093756259181984,30.0,20.0,55,16,29.76
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,84.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,5.184178315659661,31.11111111111111,20.0,52,13,29.73
3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,60.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,3.202561632503542,33.888888888888886,17.77777777777778,38,8,29.79
1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,71.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,3.957380709538033,30.0,17.77777777777778,48,10,29.79
3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,72.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,3.4089937910125205,27.77777777777778,21.11111111111111,66,3,29.88
4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,54.0,42.0,1.0,1.0,0.0,0.0,1.0,0.0,2.3965662184675907,32.77777777777778,17.22222222222222,38,6,29.79
4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,2.2254656657939043,27.77777777777778,21.11111111111111,66,3,29.85
4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.225498068981291,30.0,17.77777777777778,48,6,29.85
4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,86.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,1.7942608634518116,27.22222222222222,22.22222222222222,74,2,29.85
3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,47.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0,4.4542912010336035,32.77777777777778,17.22222222222222,38,6,29.79
2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,85.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,4.190769802088732,27.77777777777778,21.11111111111111,66,2,29.85
3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,42.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8237396544475883,31.11111111111111,17.22222222222222,43,13,29.73
4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,65.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,4.8259398802743165,32.77777777777778,17.77777777777778,41,8,29.82
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,74.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,4.855726443370384,28.88888888888889,20.0,58,2,29.88
2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,2.2424088599732794,31.11111111111111,17.77777777777778,46,7,29.85
2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,67.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0,4.715755772923994,32.22222222222222,15.0,36,3,29.79
3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,79.0,33.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8283233477342271,27.77777777777778,21.11111111111111,66,2,29.85
4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,85.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,4.656438270009697,32.22222222222222,18.88888888888889,46,8,29.91
2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,79.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,2.243503123996724,27.22222222222222,21.11111111111111,70,9,29.88
3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,4.311316225966489,30.0,17.77777777777778,48,6,29.85
2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,78.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,2.537797568519468,33.888888888888886,17.77777777777778,38,7,29.88
4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,81.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,4.80578201403075,32.22222222222222,20.0,49,9,29.7
2.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,99.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,4.151392006493408,27.77777777777778,21.11111111111111,66,10,29.91
3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,2.2424088599732794,30.0,17.77777777777778,48,6,29.85
3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,2.232651959514643,33.888888888888886,18.88888888888889,41,6,29.79
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,77.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,4.198610290901764,26.11111111111111,17.77777777777778,61,6,29.85
4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,90.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,2.599931392339044,31.11111111111111,18.88888888888889,49,10,29.73
4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,86.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,4.656438270009697,32.22222222222222,18.88888888888889,46,8,29.91
3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,79.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1319780909505783,33.888888888888886,18.88888888888889,41,6,29.79
2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,70.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,2.964489408884908,27.22222222222222,17.77777777777778,58,3,29.85
4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,79.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,2.243503123996724,27.22222222222222,21.11111111111111,70,9,29.88
1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,52.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,3.973020338055584,30.0,17.22222222222222,45,10,29.73
2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,2.4014782464947237,31.11111111111111,17.77777777777778,46,7,29.85
3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,99.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8132697916396303,30.0,21.11111111111111,58,8,29.76
2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,67.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,3.3680460040654734,28.88888888888889,18.88888888888889,55,6,29.85
2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,59.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8359250839108663,35.0,16.11111111111111,32,3,29.76
5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,62.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2325097531474354,32.22222222222222,17.77777777777778,43,9,29.79
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,3.2729710606433158,32.22222222222222,21.11111111111111,52,12,29.73
2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,4.168401565096117,33.888888888888886,18.88888888888889,41,6,29.79
3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,70.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,2.240012951068897,35.0,18.88888888888889,39,6,29.76
3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,82.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,2.396681937392536,32.22222222222222,20.0,49,9,29.7
2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,63.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8359250839108663,35.0,16.11111111111111,32,3,29.76
2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,78.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,2.537797568519468,33.888888888888886,17.77777777777778,38,7,29.88
3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,97.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,5.218414939998898,27.77777777777778,21.11111111111111,66,8,29.85
