timestamp,hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
2018-03-10 13:19:12,9.37,31.23,1.0,0.0,0.0,1.0,0.0,0.5936157067044184
2018-03-10 13:19:57,8.89,32.83,1.0,0.0,0.0,1.0,0.0,6.562494777977636
2018-03-10 13:20:22,17.14,24.67,1.0,0.0,0.0,1.0,0.0,8.67267128534162
2018-03-10 13:20:43,17.8,26.44,1.0,0.0,0.0,1.0,0.0,4.221773265250264
2018-03-10 13:21:11,8.97,30.84,1.0,0.0,0.0,1.0,0.0,6.553406518364851
2018-03-10 13:21:43,9.69,30.37,1.0,0.0,0.0,1.0,0.0,6.553406518364851
2018-03-10 13:22:23,11.96,29.04,1.0,0.0,0.0,1.0,0.0,6.559601536470483
2018-03-10 13:22:41,11.0,29.79,1.0,0.0,0.0,1.0,0.0,6.553406518364851
2018-03-10 13:23:13,15.78,27.39,1.0,0.0,0.0,1.0,0.0,8.198899127812727
2018-03-10 13:23:33,16.19,23.73,1.0,0.0,0.0,1.0,0.0,4.343388558403407
2018-03-10 13:24:04,11.37,28.76,1.0,0.0,0.0,1.0,0.0,0.7035237715617119
2018-03-10 13:24:52,11.22,28.24,1.0,0.0,0.0,1.0,0.0,0.47947917006745017
2018-03-10 13:25:06,17.13,25.33,1.0,0.0,0.0,1.0,0.0,8.228028644280322
2018-03-10 13:25:51,11.28,28.57,1.0,0.0,0.0,1.0,0.0,0.5559317133380678
2018-03-10 13:26:20,12.51,26.6,1.0,0.0,0.0,1.0,0.0,6.4669838018049015
2018-03-10 13:26:42,19.68,23.73,1.0,0.0,0.0,1.0,0.0,4.3574702649482315
2018-03-10 13:27:18,13.04,25.81,1.0,0.0,0.0,1.0,0.0,6.409478271235026
2018-03-10 13:27:48,14.43,25.2,1.0,0.0,0.0,1.0,0.0,0.5284920569369496
2018-03-10 13:28:14,17.42,22.96,1.0,0.0,0.0,1.0,0.0,4.438576511042627
2018-03-10 13:28:33,17.99,23.11,1.0,0.0,0.0,1.0,0.0,4.427880182933282
2018-03-10 13:29:00,13.63,25.6,1.0,0.0,0.0,1.0,0.0,6.384869395847768
2018-03-10 13:29:53,11.81,27.29,1.0,0.0,0.0,1.0,0.0,0.6136938506364713
2018-03-10 13:30:06,17.18,24.14,1.0,0.0,0.0,1.0,0.0,4.424793301471229
2018-03-10 13:30:59,11.94,28.23,1.0,0.0,0.0,1.0,0.0,0.6252707537748935
2018-03-10 13:31:11,14.95,25.17,1.0,0.0,0.0,1.0,0.0,9.11545045103934
2018-03-10 13:31:46,15.0,25.25,1.0,0.0,0.0,1.0,0.0,9.118154728136304
2018-03-10 13:32:13,16.83,23.9,1.0,0.0,0.0,1.0,0.0,6.152154036032569
2018-03-10 13:32:32,11.93,27.9,1.0,0.0,0.0,1.0,0.0,9.124893535532165
2018-03-10 13:33:25,21.4,21.43,1.0,0.0,0.0,1.0,0.0,4.328966549363029
2018-03-10 13:33:38,21.67,22.51,1.0,0.0,0.0,1.0,0.0,6.097502116006901
2018-03-10 13:34:06,18.74,23.11,1.0,0.0,0.0,1.0,0.0,8.531650343802744
2018-03-10 13:34:41,20.76,24.02,1.0,0.0,0.0,1.0,0.0,5.992090766823772
2018-03-10 13:35:16,17.2,22.56,1.0,0.0,0.0,1.0,0.0,0.8121765295044134
2018-03-10 13:35:42,19.55,22.07,1.0,0.0,0.0,1.0,0.0,4.421922468285882
2018-03-10 13:36:21,20.38,23.35,1.0,0.0,0.0,1.0,0.0,9.081596986034056
2018-03-10 13:36:50,20.62,21.69,1.0,0.0,0.0,1.0,0.0,9.077542251363438
2018-03-10 13:37:20,19.79,22.22,1.0,0.0,0.0,1.0,0.0,5.9341770773323965
2018-03-10 13:37:46,19.78,22.1,1.0,0.0,0.0,1.0,0.0,5.914687725243505
2018-03-10 13:38:22,19.94,22.87,1.0,0.0,0.0,1.0,0.0,5.9096149279320995
2018-03-10 13:38:51,18.97,22.81,1.0,0.0,0.0,1.0,0.0,0.9413516688994779
2018-03-10 13:39:28,22.06,22.96,1.0,0.0,0.0,1.0,0.0,4.597832516296852
2018-03-10 13:39:33,20.98,21.84,1.0,0.0,0.0,1.0,0.0,5.9100868456913425
2018-03-10 13:40:21,21.36,22.42,1.0,0.0,0.0,1.0,0.0,4.425399530498048
2018-03-10 13:40:40,20.6,21.38,1.0,0.0,0.0,1.0,0.0,0.9742629681409213
2018-03-10 13:41:08,19.55,22.04,1.0,0.0,0.0,1.0,0.0,1.0176245240107409
2018-03-10 13:41:59,25.49,21.48,1.0,0.0,0.0,1.0,0.0,7.7656064332862575
2018-03-10 13:42:07,21.98,20.23,1.0,0.0,0.0,1.0,0.0,8.723809767521008
2018-03-10 13:42:50,22.24,20.47,1.0,0.0,0.0,1.0,0.0,4.630088327884042
2018-03-10 13:43:09,22.3,20.49,1.0,0.0,0.0,1.0,0.0,4.646803071307311
2018-03-10 13:43:31,18.21,23.33,1.0,0.0,0.0,1.0,0.0,5.9143391726117285
2018-03-10 13:44:21,23.73,18.6,1.0,0.0,0.0,1.0,0.0,8.582393647697646
2018-03-10 13:44:50,25.34,20.39,1.0,0.0,0.0,1.0,0.0,7.817794007899528
2018-03-10 13:45:20,19.57,24.46,1.0,0.0,0.0,1.0,0.0,5.911807531090795
2018-03-10 13:45:32,20.06,22.87,1.0,0.0,0.0,1.0,0.0,5.928671757961755
2018-03-10 13:46:28,31.11,17.92,1.0,0.0,0.0,1.0,0.0,7.706690923445078
2018-03-10 13:46:57,21.95,19.63,1.0,0.0,0.0,1.0,0.0,4.694615664822276
2018-03-10 13:47:17,22.2,21.16,1.0,0.0,0.0,1.0,0.0,7.7158789388216364
2018-03-10 13:47:36,30.02,20.12,1.0,0.0,0.0,1.0,0.0,4.705826774228502
2018-03-10 13:48:10,27.42,17.24,1.0,0.0,0.0,1.0,0.0,8.292758790789303
2018-03-10 13:48:55,25.07,18.74,1.0,0.0,0.0,1.0,0.0,7.687156947840203
2018-03-10 13:49:24,19.54,22.5,1.0,0.0,0.0,1.0,0.0,1.2522246074569245
2018-03-10 13:49:52,25.58,18.78,1.0,0.0,0.0,1.0,0.0,1.2262082454252712
2018-03-10 13:50:01,29.35,16.76,1.0,0.0,0.0,1.0,0.0,8.2665755480635
2018-03-10 13:50:48,22.13,19.1,1.0,0.0,0.0,1.0,0.0,4.676702618459696
2018-03-10 13:51:14,22.62,19.87,1.0,0.0,0.0,1.0,0.0,7.6620255766645275
2018-03-10 13:51:50,29.58,17.56,1.0,0.0,0.0,1.0,0.0,8.238514501722538
2018-03-10 13:52:15,19.55,22.45,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
2018-03-10 13:52:33,22.23,20.65,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
2018-03-10 13:53:08,27.62,16.5,1.0,0.0,0.0,1.0,0.0,4.557300749022975
2018-03-10 13:53:35,23.37,19.84,1.0,0.0,0.0,1.0,0.0,8.138058191981528
2018-03-10 13:54:17,28.96,17.56,1.0,0.0,0.0,1.0,0.0,7.62978107902018
2018-03-10 13:54:49,21.65,20.63,1.0,0.0,0.0,1.0,0.0,1.4874359203891137
2018-03-10 13:55:26,19.1,22.82,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
2018-03-10 13:55:50,31.53,14.9,1.0,0.0,0.0,1.0,0.0,4.500532125626633
2018-03-10 13:56:02,23.71,20.82,1.0,0.0,0.0,1.0,0.0,7.727256351098024
2018-03-10 13:56:30,18.39,23.57,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
2018-03-10 13:57:21,17.51,24.1,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
2018-03-10 13:57:50,27.41,17.08,1.0,0.0,0.0,1.0,0.0,4.4561857035508865
2018-03-10 13:58:08,19.53,23.8,1.0,0.0,0.0,1.0,0.0,6.342471107931381
2018-03-10 13:58:52,16.57,24.02,1.0,0.0,0.0,1.0,0.0,1.2565830279011139
2018-03-10 13:59:02,11.32,29.82,1.0,0.0,0.0,1.0,0.0,1.2650897328331892
2018-03-10 13:59:36,25.89,18.46,1.0,0.0,0.0,1.0,0.0,7.883855035102197
2018-03-10 14:00:00,16.99,25.58,1.0,0.0,0.0,1.0,0.0,6.47893774192849
2018-03-10 14:00:47,24.6,18.78,1.0,0.0,0.0,1.0,0.0,7.9121595247044105
2018-03-10 14:01:17,19.84,23.15,1.0,0.0,0.0,1.0,0.0,6.579506306053246
2018-03-10 14:01:54,33.12,19.9,1.0,0.0,0.0,1.0,0.0,4.380814955502419
2018-03-10 14:02:19,21.25,21.07,1.0,0.0,0.0,1.0,0.0,7.941895263987531
2018-03-10 14:02:51,14.93,26.83,1.0,0.0,0.0,1.0,0.0,6.607279051716044
2018-03-10 14:03:27,25.54,18.36,1.0,0.0,0.0,1.0,0.0,7.9632986224064215
2018-03-10 14:03:35,24.36,19.8,1.0,0.0,0.0,1.0,0.0,8.153767998722385
2018-03-10 14:04:00,24.14,22.34,1.0,0.0,0.0,1.0,0.0,6.59276750439309
2018-03-10 14:04:36,21.55,21.54,1.0,0.0,0.0,1.0,0.0,8.217840041987156
2018-03-10 14:05:28,27.05,18.02,1.0,0.0,0.0,1.0,0.0,8.207625292963947
2018-03-10 14:05:58,23.51,20.33,1.0,0.0,0.0,1.0,0.0,8.191105736201544
2018-03-10 14:06:15,24.94,20.12,1.0,0.0,0.0,1.0,0.0,8.35274726115589
2018-03-10 14:06:32,17.71,23.84,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:07:21,30.05,17.53,1.0,0.0,0.0,1.0,0.0,8.201874458782175
2018-03-10 14:07:56,21.89,20.95,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
2018-03-10 14:08:27,19.23,23.48,1.0,0.0,0.0,1.0,0.0,8.341987052291799
2018-03-10 14:08:45,23.72,22.91,1.0,0.0,0.0,1.0,0.0,4.246145484352849
2018-03-10 14:09:17,23.44,23.1,1.0,0.0,0.0,1.0,0.0,4.226432185439245
2018-03-10 14:09:37,20.29,23.15,1.0,0.0,0.0,1.0,0.0,4.226432185439245
2018-03-10 14:10:16,20.12,23.24,1.0,0.0,0.0,1.0,0.0,8.353351519398707
2018-03-10 14:10:37,17.53,24.18,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
2018-03-10 14:11:10,22.85,20.69,1.0,0.0,0.0,1.0,0.0,8.372783627966973
2018-03-10 14:11:31,19.71,24.28,1.0,0.0,0.0,1.0,0.0,4.16077589198121
2018-03-10 14:12:21,32.32,16.7,1.0,0.0,0.0,1.0,0.0,8.200816332259938
2018-03-10 14:12:58,25.69,18.76,1.0,0.0,0.0,1.0,0.0,6.539217865346371
2018-03-10 14:13:22,28.21,17.88,1.0,0.0,0.0,1.0,0.0,6.537124316427419
2018-03-10 14:13:52,16.97,24.33,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:14:24,26.32,19.08,1.0,0.0,0.0,1.0,0.0,8.433866807880763
2018-03-10 14:14:46,19.11,21.36,1.0,0.0,0.0,1.0,0.0,1.411782943287533
2018-03-10 14:15:22,18.11,22.83,1.0,0.0,0.0,1.0,0.0,4.226636390103661
2018-03-10 14:15:36,22.08,22.25,1.0,0.0,0.0,1.0,0.0,8.41697542471074
2018-03-10 14:16:13,25.68,17.77,1.0,0.0,0.0,1.0,0.0,8.328144708150257
2018-03-10 14:16:52,25.62,20.28,1.0,0.0,0.0,1.0,0.0,8.447353385497477
2018-03-10 14:17:15,22.52,21.43,1.0,0.0,0.0,1.0,0.0,8.439240544974252
2018-03-10 14:17:55,21.11,21.28,1.0,0.0,0.0,1.0,0.0,4.330822036740333
2018-03-10 14:18:21,32.97,17.01,1.0,0.0,0.0,1.0,0.0,6.441640459394303
2018-03-10 14:18:38,18.58,21.47,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
2018-03-10 14:19:05,21.48,21.13,1.0,0.0,0.0,1.0,0.0,4.380213067568159
2018-03-10 14:19:34,17.74,24.22,1.0,0.0,0.0,1.0,0.0,4.37986200517136
2018-03-10 14:20:29,23.21,19.93,1.0,0.0,0.0,1.0,0.0,4.401264292062347
2018-03-10 14:20:35,19.41,23.53,1.0,0.0,0.0,1.0,0.0,8.584249000727375
2018-03-10 14:21:03,22.2,20.11,1.0,0.0,0.0,1.0,0.0,4.3802507811269065
2018-03-10 14:21:52,17.71,24.86,1.0,0.0,0.0,1.0,0.0,8.649636669143959
2018-03-10 14:22:05,23.0,20.11,1.0,0.0,0.0,1.0,0.0,4.333681960668753
2018-03-10 14:22:53,17.54,23.3,1.0,0.0,0.0,1.0,0.0,4.320656688222549
2018-03-10 14:23:14,31.23,18.19,1.0,0.0,0.0,1.0,0.0,6.637127561058453
2018-03-10 14:23:47,20.17,22.01,1.0,0.0,0.0,1.0,0.0,8.60535286626729
2018-03-10 14:24:24,25.71,19.54,1.0,0.0,0.0,1.0,0.0,6.438121883030612
2018-03-10 14:24:38,29.66,14.83,1.0,0.0,0.0,1.0,0.0,8.59432190084497
2018-03-10 14:25:17,21.83,21.88,1.0,0.0,0.0,1.0,0.0,8.612174948297008
2018-03-10 14:25:57,29.16,18.57,1.0,0.0,0.0,1.0,0.0,6.438121883030612
2018-03-10 14:26:22,21.84,21.3,1.0,0.0,0.0,1.0,0.0,4.168869615213727
2018-03-10 14:26:58,29.5,15.79,1.0,0.0,0.0,1.0,0.0,8.619458604238783
2018-03-10 14:27:18,26.18,20.08,1.0,0.0,0.0,1.0,0.0,6.524204234355284
2018-03-10 14:27:31,27.99,16.75,1.0,0.0,0.0,1.0,0.0,8.372190541611662
2018-03-10 14:28:01,20.44,19.54,1.0,0.0,0.0,1.0,0.0,1.685359083842088
2018-03-10 14:28:32,24.77,18.09,1.0,0.0,0.0,1.0,0.0,4.1263490132542815
2018-03-10 14:29:23,26.07,17.94,1.0,0.0,0.0,1.0,0.0,4.1746636146235945
2018-03-10 14:29:41,21.47,20.4,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:30:19,30.8,16.65,1.0,0.0,0.0,1.0,0.0,6.803827595150819
2018-03-10 14:30:37,18.47,24.06,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
2018-03-10 14:31:01,27.76,17.79,1.0,0.0,0.0,1.0,0.0,7.721673934405229
2018-03-10 14:31:33,29.07,18.32,1.0,0.0,0.0,1.0,0.0,6.355977554118096
2018-03-10 14:32:27,27.83,19.07,1.0,0.0,0.0,1.0,0.0,4.117848565043867
2018-03-10 14:32:49,28.49,17.71,1.0,0.0,0.0,1.0,0.0,6.532521800665043
2018-03-10 14:33:02,28.48,17.72,1.0,0.0,0.0,1.0,0.0,6.532521800665043
2018-03-10 14:33:50,20.29,22.29,1.0,0.0,0.0,1.0,0.0,8.824932139460234
2018-03-10 14:34:09,25.58,21.59,1.0,0.0,0.0,1.0,0.0,8.32291078185192
2018-03-10 14:34:39,30.57,16.6,1.0,0.0,0.0,1.0,0.0,6.48762412476481
2018-03-10 14:35:00,20.45,22.22,1.0,0.0,0.0,1.0,0.0,7.721673934405229
2018-03-10 14:35:39,25.65,21.33,1.0,0.0,0.0,1.0,0.0,4.153342582300748
2018-03-10 14:36:22,23.2,22.26,1.0,0.0,0.0,1.0,0.0,7.694795511698845
2018-03-10 14:36:32,30.75,16.12,1.0,0.0,0.0,1.0,0.0,8.779286676335992
2018-03-10 14:37:29,30.14,17.14,1.0,0.0,0.0,1.0,0.0,6.485727398364374
2018-03-10 14:37:31,28.58,17.87,1.0,0.0,0.0,1.0,0.0,6.516202197889284
2018-03-10 14:38:00,22.76,20.24,1.0,0.0,0.0,1.0,0.0,8.780098523264328
2018-03-10 14:38:53,33.87,14.93,1.0,0.0,0.0,1.0,0.0,8.791871753466769
2018-03-10 14:39:04,19.76,23.7,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:39:53,21.08,21.09,1.0,0.0,0.0,1.0,0.0,8.31520178704568
2018-03-10 14:40:16,20.15,22.24,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:40:32,22.62,20.51,1.0,0.0,0.0,1.0,0.0,4.233426444572955
2018-03-10 14:41:11,21.77,20.7,1.0,0.0,0.0,1.0,0.0,8.374180415334678
2018-03-10 14:41:37,25.0,23.86,1.0,0.0,0.0,1.0,0.0,3.9622726300566846
2018-03-10 14:42:05,25.17,19.19,1.0,0.0,0.0,1.0,0.0,8.415515311581913
2018-03-10 14:42:34,27.79,17.81,1.0,0.0,0.0,1.0,0.0,8.774462085470617
2018-03-10 14:43:16,16.82,24.59,1.0,0.0,0.0,1.0,0.0,4.209355327173636
2018-03-10 14:43:35,21.68,21.95,1.0,0.0,0.0,1.0,0.0,3.9687989672110766
2018-03-10 14:44:26,21.63,20.73,1.0,0.0,0.0,1.0,0.0,1.4593030871459896
2018-03-10 14:44:32,26.25,18.64,1.0,0.0,0.0,1.0,0.0,6.538778414720727
2018-03-10 14:45:17,25.74,18.41,1.0,0.0,0.0,1.0,0.0,1.4593030871459896
2018-03-10 14:45:31,16.24,26.13,1.0,0.0,0.0,1.0,0.0,4.0435706353934675
2018-03-10 14:46:26,23.34,19.8,1.0,0.0,0.0,1.0,0.0,8.471287396676852
2018-03-10 14:46:35,26.12,18.41,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:47:15,23.01,20.77,1.0,0.0,0.0,1.0,0.0,6.525881526287238
2018-03-10 14:47:41,22.09,21.78,1.0,0.0,0.0,1.0,0.0,3.952826154654658
2018-03-10 14:48:16,23.77,19.38,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
2018-03-10 14:48:31,21.82,20.66,1.0,0.0,0.0,1.0,0.0,6.543254340322894
2018-03-10 14:49:22,20.5,22.41,1.0,0.0,0.0,1.0,0.0,3.9794078196987575
2018-03-10 14:49:33,25.0,19.61,1.0,0.0,0.0,1.0,0.0,8.855841012206458
2018-03-10 14:50:25,23.17,19.83,1.0,0.0,0.0,1.0,0.0,6.63391966984533
2018-03-10 14:50:33,27.39,18.75,1.0,0.0,0.0,1.0,0.0,8.835173770801568
2018-03-10 14:51:22,25.16,18.81,1.0,0.0,0.0,1.0,0.0,1.973428423228714
2018-03-10 14:51:44,19.33,23.44,1.0,0.0,0.0,1.0,0.0,4.042071085592955
2018-03-10 14:52:01,25.28,19.98,1.0,0.0,0.0,1.0,0.0,6.7878381624421085
2018-03-10 14:52:37,23.47,19.92,1.0,0.0,0.0,1.0,0.0,8.835830502558803
2018-03-10 14:53:11,17.98,24.18,1.0,0.0,0.0,1.0,0.0,4.027692233093784
2018-03-10 14:53:31,34.04,16.66,1.0,0.0,0.0,1.0,0.0,8.847778569420747
2018-03-10 14:54:06,21.42,20.42,1.0,0.0,0.0,1.0,0.0,4.032041744336269
2018-03-10 14:54:43,27.34,18.68,1.0,0.0,0.0,1.0,0.0,8.848654083179293
