timestamp,hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2018-03-10 12:38:17,29.67,26.35,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:24,28.28,26.37,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:30,27.58,26.35,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:32,29.39,27.82,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:38:36,27.44,26.35,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:39,29.07,27.86,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:38:43,27.46,26.42,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:45,29.26,27.91,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:38:49,28.64,26.49,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:52,29.0,27.96,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:38:56,27.81,26.5,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:38:58,29.22,28.0,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:02,27.67,26.55,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:05,29.21,28.03,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:08,28.08,26.62,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:11,28.93,28.08,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:14,28.2,26.66,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:17,28.17,28.13,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:21,28.86,26.7,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:24,28.59,28.18,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:27,27.93,26.71,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:30,28.29,28.23,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:34,30.34,26.76,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:37,28.1,28.27,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:40,29.87,26.76,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:43,27.77,28.32,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:47,28.48,26.76,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:50,28.16,28.36,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:53,27.87,26.75,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:39:54,29.96,26.51,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:39:56,27.82,28.41,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:39:59,28.29,26.83,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:01,30.02,26.56,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:02,27.99,28.45,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:05,28.16,26.88,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:06,24.91,28.15,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:40:07,30.13,26.62,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:09,27.92,28.5,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:12,27.67,26.9,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:13,24.74,28.13,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:40:14,30.01,26.67,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:15,28.09,28.55,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:18,27.74,26.92,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:20,30.35,26.72,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:22,27.95,28.59,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:25,24.75,28.17,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:40:26,29.16,26.74,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:28,28.07,28.64,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:31,28.74,26.96,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
2018-03-10 12:40:32,25.26,28.23,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:40:33,32.07,26.8,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:34,27.96,28.68,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:37,28.87,26.97,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:40:38,25.6,28.27,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:40:39,29.69,26.86,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:40,27.67,28.72,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:44,30.22,27.0,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:40:46,29.38,26.91,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:47,27.32,28.77,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:50,28.95,27.04,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:40:52,28.47,26.94,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:40:53,28.33,28.82,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:40:57,28.77,27.06,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:40:59,28.33,26.99,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:00,28.33,28.86,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:03,29.48,28.31,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:41:05,28.24,27.02,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:06,28.42,28.9,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:10,26.74,28.38,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:41:11,28.52,27.08,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:13,28.29,28.95,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:16,28.21,27.09,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:41:18,28.51,27.14,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:19,28.77,29.0,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:22,30.05,27.18,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:41:24,27.72,27.17,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:25,29.08,29.05,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:27,28.15,27.01,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:41:28,30.03,27.25,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:41:31,28.46,27.23,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:32,29.13,29.11,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:33,24.12,28.92,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:41:34,28.11,27.05,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:41:35,29.12,27.28,1.0,0.0,0.0,1.0,0.0,2.43767283389454,10.0,0.0,50,10,30.17
2018-03-10 12:41:38,29.0,29.15,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:40,27.96,27.07,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:41:41,24.74,28.52,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:41:43,28.7,27.32,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:45,28.89,29.2,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:46,23.9,28.97,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:41:48,24.13,28.51,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:41:50,28.47,27.36,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:51,28.87,29.25,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:53,27.4,27.13,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:41:54,24.55,28.54,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:41:56,27.88,27.37,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:41:58,27.31,29.28,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:41:59,23.83,29.03,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:00,24.74,28.57,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:42:02,28.0,27.42,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:42:05,23.24,29.05,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:06,27.83,27.26,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:09,28.41,27.49,1.0,0.0,0.0,1.0,0.0,2.4381077149824675,10.0,0.0,50,10,30.17
2018-03-10 12:42:10,26.14,29.37,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:12,23.82,29.06,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:13,25.1,28.62,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:42:16,25.66,29.42,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:18,23.93,29.12,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:19,24.26,28.61,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:42:23,25.67,29.46,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:24,28.87,27.4,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:25,34.11,27.56,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:42:29,25.47,29.49,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:31,23.19,29.16,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:32,37.5,27.58,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:42:36,26.73,29.54,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:37,28.99,27.48,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:38,37.33,27.61,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:42:42,32.32,24.61,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:42:44,28.12,27.51,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:45,35.21,27.64,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:42:46,25.7,29.07,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:42:48,26.65,29.65,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:42:50,28.17,27.55,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:42:51,34.48,27.66,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:42:52,25.39,29.09,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:42:55,31.78,24.69,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:42:57,23.82,29.28,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:42:58,25.3,29.12,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:01,26.4,29.73,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:03,23.17,29.27,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:43:04,34.21,27.73,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:05,25.5,29.17,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:08,25.36,29.78,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:09,28.43,27.68,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:43:10,24.12,28.62,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:43:11,25.56,29.2,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:14,25.79,29.82,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:16,23.9,28.69,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:43:17,30.86,27.72,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:18,25.91,29.24,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:21,25.88,29.87,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:22,30.58,27.77,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:43:23,29.8,27.81,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:24,25.87,29.28,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:27,25.74,29.91,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:28,25.62,27.85,1.0,0.0,0.0,1.0,0.0,2.438754888552556,10.0,0.0,50,10,30.17
2018-03-10 12:43:29,23.36,29.38,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:43:30,32.77,27.85,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:31,25.6,29.31,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:33,30.55,24.92,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:43:35,23.1,29.38,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:43:36,28.86,27.79,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:37,25.83,29.34,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:39,25.99,29.98,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:40,25.21,27.89,1.0,0.0,0.0,1.0,0.0,2.438754888552556,10.0,0.0,50,10,30.17
2018-03-10 12:43:41,24.36,28.78,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:43:42,23.4,29.42,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:43:43,26.16,29.38,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:46,30.96,24.99,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:43:48,23.37,29.44,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:43:49,27.76,27.77,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:50,25.67,29.41,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:52,24.68,30.06,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
2018-03-10 12:43:53,31.35,25.04,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:43:54,28.78,27.98,1.0,0.0,0.0,1.0,0.0,2.437765286121071,10.0,0.0,50,10,30.17
2018-03-10 12:43:55,30.91,27.87,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:43:56,25.82,29.44,1.0,0.0,0.0,1.0,0.0,2.437922808368058,10.0,0.0,50,10,30.17
2018-03-10 12:43:59,30.88,25.09,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:44:01,22.98,29.49,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
2018-03-10 12:44:02,30.3,27.9,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:44:03,27.42,29.34,1.0,0.0,0.0,1.0,0.0,2.435156061247167,10.0,0.0,50,10,30.17
2018-03-10 12:44:05,27.09,28.7,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:44:06,30.46,25.14,1.0,0.0,0.0,1.0,0.0,2.438655604279454,10.0,0.0,50,10,30.17
2018-03-10 12:44:07,24.64,28.82,1.0,0.0,0.0,1.0,0.0,2.437580381681337,10.0,0.0,50,10,30.17
2018-03-10 12:44:08,32.43,27.94,1.0,0.0,0.0,1.0,0.0,2.437915975437635,10.0,0.0,50,10,30.17
2018-03-10 12:44:09,27.49,29.37,1.0,0.0,0.0,1.0,0.0,2.435156061247167,10.0,0.0,50,10,30.17
2018-03-10 12:44:11,25.17,30.19,1.0,0.0,0.0,1.0,0.0,2.4385699817528184,10.0,0.0,50,10,30.17
