hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
25.54,29.47,1.0,0.0,0.0,1.0,0.0,4.28771536809394
24.25,28.58,1.0,0.0,0.0,1.0,0.0,8.442845774611326
17.36,27.52,1.0,0.0,0.0,1.0,0.0,2.4940385894946044
28.67,30.96,1.0,0.0,0.0,1.0,0.0,7.284059514404833
18.58,32.63,1.0,0.0,0.0,1.0,0.0,4.28771536809394
19.6,22.52,1.0,0.0,0.0,1.0,0.0,9.815966751368087
27.98,27.14,1.0,0.0,0.0,1.0,0.0,4.287916560614441
21.87,29.88,1.0,0.0,0.0,1.0,0.0,6.777029692210826
18.05,22.32,1.0,0.0,0.0,1.0,0.0,1.3202116678314275
27.69,17.33,1.0,0.0,0.0,1.0,0.0,1.4249663201534986
15.41,30.58,1.0,0.0,0.0,1.0,0.0,2.4900445111865324
28.55,28.91,1.0,0.0,0.0,1.0,0.0,1.2423519886582932
13.62,25.99,1.0,0.0,0.0,1.0,0.0,6.409478271235026
20.0,21.49,1.0,0.0,0.0,1.0,0.0,4.242786877247865
21.87,29.83,1.0,0.0,0.0,1.0,0.0,9.079716632473515
21.04,20.17,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
22.52,21.0,1.0,0.0,0.0,1.0,0.0,0.8599405875253557
21.97,29.35,1.0,0.0,0.0,1.0,0.0,4.28771536809394
17.89,32.49,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
25.97,19.53,1.0,0.0,0.0,1.0,0.0,4.0746899632681295
27.51,25.21,1.0,0.0,0.0,1.0,0.0,8.641953482800092
14.31,25.98,1.0,0.0,0.0,1.0,0.0,6.444307056134374
30.37,17.86,1.0,0.0,0.0,1.0,0.0,7.706690923445078
22.06,20.68,1.0,0.0,0.0,1.0,0.0,4.623570966615737
26.11,26.58,1.0,0.0,0.0,1.0,0.0,6.522764844162605
24.82,27.65,1.0,0.0,0.0,1.0,0.0,4.311530149005501
23.0,30.53,1.0,0.0,0.0,1.0,0.0,2.4506314946619807
15.66,35.94,1.0,0.0,0.0,1.0,0.0,4.28771536809394
26.82,25.83,1.0,0.0,0.0,1.0,0.0,4.376923045680079
14.88,29.83,1.0,0.0,0.0,1.0,0.0,4.400431191309079
16.2,32.39,1.0,0.0,0.0,1.0,0.0,0.6825239968993635
40.59,20.6,1.0,0.0,0.0,1.0,0.0,8.298321964241854
17.12,26.63,1.0,0.0,0.0,1.0,0.0,9.420979661413798
27.97,25.02,1.0,0.0,0.0,1.0,0.0,1.317255997846471
22.07,33.73,1.0,0.0,0.0,1.0,0.0,4.496289795500783
18.83,30.53,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
16.84,25.25,1.0,0.0,0.0,1.0,0.0,8.040779816077954
30.21,17.27,1.0,0.0,0.0,1.0,0.0,6.5303155338295875
25.87,18.22,1.0,0.0,0.0,1.0,0.0,4.177593669663001
24.8,27.15,1.0,0.0,0.0,1.0,0.0,4.365170358583868
21.23,31.49,0.0,0.0,1.0,1.0,0.0,4.390157056126283
31.83,23.8,1.0,0.0,0.0,1.0,0.0,8.846098208421745
37.7,22.91,1.0,0.0,0.0,1.0,0.0,8.205912812184106
27.84,28.64,1.0,0.0,0.0,1.0,0.0,4.09178748800583
37.33,27.61,1.0,0.0,0.0,1.0,0.0,2.437915975437635
23.05,31.76,1.0,0.0,0.0,1.0,0.0,3.6228502887831886
27.6,17.83,1.0,0.0,0.0,1.0,0.0,8.412090373428724
21.26,21.22,1.0,0.0,0.0,1.0,0.0,1.1093230271684187
17.68,23.86,1.0,0.0,0.0,1.0,0.0,1.3189525104917292
12.07,28.47,1.0,0.0,0.0,1.0,0.0,6.559601536470483
24.38,28.0,1.0,0.0,0.0,1.0,0.0,8.606948726646342
25.89,18.46,1.0,0.0,0.0,1.0,0.0,7.883855035102197
22.09,27.38,1.0,0.0,0.0,1.0,0.0,8.433157843601146
23.94,27.99,1.0,0.0,0.0,1.0,0.0,6.4844487148558905
16.71,31.45,0.0,1.0,0.0,0.0,1.0,2.4408584453711004
25.81,18.44,1.0,0.0,0.0,1.0,0.0,8.243476412584206
15.16,28.29,0.0,1.0,0.0,0.0,1.0,2.498825021600414
20.1,24.93,1.0,0.0,0.0,1.0,0.0,9.394797684374986
21.29,27.99,1.0,0.0,0.0,1.0,0.0,8.357975642060856
24.28,28.2,1.0,0.0,0.0,1.0,0.0,4.105667108920636
26.58,27.17,1.0,0.0,0.0,1.0,0.0,8.463621253762895
15.57,35.15,1.0,0.0,0.0,1.0,0.0,8.226157294328603
30.09,17.94,0.0,0.0,1.0,1.0,0.0,4.415979592611327
26.58,27.71,1.0,0.0,0.0,1.0,0.0,1.4042847548579689
23.34,29.7,1.0,0.0,0.0,1.0,0.0,4.231892751886396
22.83,29.27,1.0,0.0,0.0,1.0,0.0,4.2762539260156816
17.72,31.62,1.0,0.0,0.0,1.0,0.0,8.412358922861307
22.1,28.53,1.0,0.0,0.0,1.0,0.0,0.9011955797881518
17.13,23.79,1.0,0.0,0.0,1.0,0.0,4.2959261422347375
24.19,19.21,1.0,0.0,0.0,1.0,0.0,0.8863109469585994
23.59,27.93,1.0,0.0,0.0,1.0,0.0,4.661852006600271
27.85,28.28,1.0,0.0,0.0,1.0,0.0,1.0346791300292564
15.51,26.08,1.0,0.0,0.0,1.0,0.0,6.2355341837231695
18.05,23.01,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
25.41,27.05,1.0,0.0,0.0,1.0,0.0,6.529407334760326
34.9,32.46,1.0,0.0,0.0,1.0,0.0,2.233655819454449
24.73,19.32,1.0,0.0,0.0,1.0,0.0,8.919483813659472
25.84,26.65,0.0,0.0,1.0,1.0,0.0,4.841795649407636
28.73,28.47,1.0,0.0,0.0,1.0,0.0,4.374131469012163
32.82,23.44,1.0,0.0,0.0,1.0,0.0,8.65645391047216
17.3,24.34,1.0,0.0,0.0,1.0,0.0,6.586269615677211
17.55,23.17,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
28.61,26.38,1.0,0.0,0.0,1.0,0.0,1.8768795497763233
11.5,36.88,1.0,0.0,0.0,1.0,0.0,0.5913829125292669
13.97,26.25,1.0,0.0,0.0,1.0,0.0,9.11471124680787
17.99,23.98,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
27.49,26.11,1.0,0.0,0.0,1.0,0.0,8.351368562773587
15.46,26.32,1.0,0.0,0.0,1.0,0.0,9.13588893078379
26.52,16.61,1.0,0.0,0.0,1.0,0.0,4.550777882216078
26.17,26.95,1.0,0.0,0.0,1.0,0.0,0.9349370644043632
18.3,33.04,1.0,0.0,0.0,1.0,0.0,8.265507677321429
24.69,29.93,1.0,0.0,0.0,1.0,0.0,8.986376624131838
26.52,17.55,1.0,0.0,0.0,1.0,0.0,0.9492526257302999
21.5,21.68,1.0,0.0,0.0,1.0,0.0,7.815575704638875
26.25,18.64,1.0,0.0,0.0,1.0,0.0,6.538778414720727
27.75,26.25,1.0,0.0,0.0,1.0,0.0,4.333830823038966
35.67,32.87,1.0,0.0,0.0,1.0,0.0,2.233655819454449
20.0,20.43,1.0,0.0,0.0,1.0,0.0,1.3084773959501204
20.23,21.51,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
20.4,30.35,1.0,0.0,0.0,1.0,0.0,9.137078552915646
34.7,22.81,1.0,0.0,0.0,1.0,0.0,8.982724149344541
24.01,31.64,1.0,0.0,0.0,1.0,0.0,4.101605535032573
31.19,25.31,1.0,0.0,0.0,1.0,0.0,4.28771536809394
29.66,14.83,1.0,0.0,0.0,1.0,0.0,8.59432190084497
24.22,33.1,1.0,0.0,0.0,1.0,0.0,4.260715240338727
20.07,30.57,1.0,0.0,0.0,1.0,0.0,4.25842578343285
19.94,23.35,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
27.07,25.8,1.0,0.0,0.0,1.0,0.0,4.420067735387848
22.07,27.04,1.0,0.0,0.0,1.0,0.0,8.604344956980215
25.81,26.79,1.0,0.0,0.0,1.0,0.0,4.250284470343921
21.97,20.89,1.0,0.0,0.0,1.0,0.0,4.021993203993983
24.6,19.8,1.0,0.0,0.0,1.0,0.0,8.309005280238548
26.49,26.3,1.0,0.0,0.0,1.0,0.0,7.969345877562974
21.26,28.34,1.0,0.0,0.0,1.0,0.0,0.689116017812133
22.82,27.37,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
16.82,26.27,1.0,0.0,0.0,1.0,0.0,9.091114562753202
23.04,19.8,1.0,0.0,0.0,1.0,0.0,0.9995879964547637
21.12,29.67,1.0,0.0,0.0,1.0,0.0,6.1035726346341646
22.06,29.56,1.0,0.0,0.0,1.0,0.0,4.424455990061555
23.79,21.36,1.0,0.0,0.0,1.0,0.0,7.768064887226323
26.57,18.49,1.0,0.0,0.0,1.0,0.0,8.811710910455213
20.22,29.8,1.0,0.0,0.0,1.0,0.0,7.772041231021417
31.23,24.57,1.0,0.0,0.0,1.0,0.0,8.459746711422536
21.19,21.12,1.0,0.0,0.0,1.0,0.0,0.9356825073474897
22.76,19.7,1.0,0.0,0.0,1.0,0.0,8.601720537867909
17.69,23.85,1.0,0.0,0.0,1.0,0.0,8.809393658445739
29.3,25.76,1.0,0.0,0.0,1.0,0.0,6.35419771316524
30.69,24.36,1.0,0.0,0.0,1.0,0.0,8.845006770304023
24.6,26.81,1.0,0.0,0.0,1.0,0.0,5.996343814225714
22.98,28.49,1.0,0.0,0.0,1.0,0.0,6.593729637443312
21.25,19.76,1.0,0.0,0.0,1.0,0.0,1.3013514582076087
22.73,20.68,1.0,0.0,0.0,1.0,0.0,4.222201716133778
29.51,26.87,1.0,0.0,0.0,1.0,0.0,8.814627065610733
21.5,31.68,0.0,1.0,0.0,0.0,1.0,2.4710688167129025
23.06,19.55,1.0,0.0,0.0,1.0,0.0,8.612794429115066
26.04,27.31,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
30.39,29.32,1.0,0.0,0.0,1.0,0.0,3.718070673275952
23.55,29.48,1.0,0.0,0.0,1.0,0.0,6.82498163869964
26.8,25.1,1.0,0.0,0.0,1.0,0.0,0.9064757531604554
24.8,18.65,1.0,0.0,0.0,1.0,0.0,8.078662033803276
28.66,24.45,1.0,0.0,0.0,1.0,0.0,6.438121883030612
24.64,28.53,1.0,0.0,0.0,1.0,0.0,8.13940473561435
16.13,24.78,1.0,0.0,0.0,1.0,0.0,0.9047392718685696
17.08,23.99,1.0,0.0,0.0,1.0,0.0,4.3121078639193415
31.76,27.19,1.0,0.0,0.0,1.0,0.0,4.266171803886377
27.68,25.52,1.0,0.0,0.0,1.0,0.0,1.2993919329394916
22.59,21.62,1.0,0.0,0.0,1.0,0.0,8.348021636818826
22.42,28.32,1.0,0.0,0.0,1.0,0.0,4.690812582640927
25.41,27.4,1.0,0.0,0.0,1.0,0.0,4.28771536809394
31.49,24.35,1.0,0.0,0.0,1.0,0.0,5.99772255977907
30.3,16.39,1.0,0.0,0.0,1.0,0.0,8.540072506889036
24.41,18.12,1.0,0.0,0.0,1.0,0.0,4.166108089394362
32.41,24.56,1.0,0.0,0.0,1.0,0.0,8.435649168023234
14.98,31.09,1.0,0.0,0.0,1.0,0.0,2.4943778404477213
24.51,28.65,1.0,0.0,0.0,1.0,0.0,8.319789868780775
23.2,28.86,1.0,0.0,0.0,1.0,0.0,4.28771536809394
21.25,28.38,1.0,0.0,0.0,1.0,0.0,9.13311951998882
22.05,34.73,1.0,0.0,0.0,1.0,0.0,4.69145774302367
13.72,27.62,1.0,0.0,0.0,1.0,0.0,9.286112264684737
33.32,24.18,0.0,0.0,1.0,1.0,0.0,4.28771536809394
26.95,26.26,1.0,0.0,0.0,1.0,0.0,6.5391759510860235
13.69,26.78,1.0,0.0,0.0,1.0,0.0,8.20382007493767
21.21,20.95,1.0,0.0,0.0,1.0,0.0,4.661169583145169
20.89,30.17,1.0,0.0,0.0,1.0,0.0,8.641140241249657
30.63,26.23,1.0,0.0,0.0,1.0,0.0,8.20766328450925
12.08,28.93,0.0,1.0,0.0,0.0,1.0,2.5050134404835758
25.14,31.78,1.0,0.0,0.0,1.0,0.0,8.846733585745469
24.3,20.47,1.0,0.0,0.0,1.0,0.0,8.843344002024395
23.02,29.34,1.0,0.0,0.0,1.0,0.0,4.2762539260156816
12.38,30.51,1.0,0.0,0.0,1.0,0.0,4.384914907295963
16.31,25.92,1.0,0.0,0.0,1.0,0.0,6.502142736694315
22.38,29.26,1.0,0.0,0.0,1.0,0.0,4.2749645500354685
22.18,28.46,1.0,0.0,0.0,1.0,0.0,6.592049914149306
26.48,25.71,1.0,0.0,0.0,1.0,0.0,1.3103222346051935
30.61,26.02,1.0,0.0,0.0,1.0,0.0,4.28771536809394
24.64,27.9,1.0,0.0,0.0,1.0,0.0,8.556425650120284
25.13,20.2,1.0,0.0,0.0,1.0,0.0,6.514818595927636
23.91,27.33,1.0,0.0,0.0,1.0,0.0,6.154963468212421
16.09,23.46,1.0,0.0,0.0,1.0,0.0,0.7066056484648048
21.02,21.28,1.0,0.0,0.0,1.0,0.0,0.8601122817646951
28.51,16.63,1.0,0.0,0.0,1.0,0.0,8.533977597198565
22.61,33.02,1.0,0.0,0.0,1.0,0.0,4.825195928790786
18.33,30.76,1.0,0.0,0.0,1.0,0.0,7.696776394571308
28.15,29.43,1.0,0.0,0.0,1.0,0.0,7.817478259616246
30.42,16.46,1.0,0.0,0.0,1.0,0.0,1.8768795497763233
29.97,27.86,1.0,0.0,0.0,1.0,0.0,8.275895093377251
22.24,21.21,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
28.64,17.79,1.0,0.0,0.0,1.0,0.0,6.847681296300969
13.78,34.03,1.0,0.0,0.0,1.0,0.0,7.6916756482037005
24.64,26.64,1.0,0.0,0.0,1.0,0.0,1.3051152871790759
19.44,30.06,1.0,0.0,0.0,1.0,0.0,9.107621703375505
26.59,29.94,1.0,0.0,0.0,1.0,0.0,8.230877921221904
21.2,28.96,1.0,0.0,0.0,1.0,0.0,9.140642423623907
17.67,34.21,1.0,0.0,0.0,1.0,0.0,4.28771536809394
20.78,29.82,1.0,0.0,0.0,1.0,0.0,6.387407974487584
12.19,33.93,0.0,1.0,0.0,0.0,1.0,2.4960265829683728
20.93,20.88,1.0,0.0,0.0,1.0,0.0,1.0592361365360754
25.01,26.71,1.0,0.0,0.0,1.0,0.0,4.30140967135164
26.52,24.76,1.0,0.0,0.0,1.0,0.0,4.507689723721997
22.52,28.46,1.0,0.0,0.0,1.0,0.0,6.738673920833417
21.47,21.16,1.0,0.0,0.0,1.0,0.0,8.99736654380289
24.36,28.11,1.0,0.0,0.0,1.0,0.0,2.4941497243599966
22.61,31.52,1.0,0.0,0.0,1.0,0.0,4.867316961840912
26.32,28.27,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
19.46,23.01,1.0,0.0,0.0,1.0,0.0,8.279213203061573
29.8,17.3,1.0,0.0,0.0,1.0,0.0,8.70028984981702
22.0,20.15,1.0,0.0,0.0,1.0,0.0,1.2482077361989263
24.95,33.96,1.0,0.0,0.0,1.0,0.0,1.6470931210542523
14.46,24.42,1.0,0.0,0.0,1.0,0.0,6.2233930592835405
16.62,31.46,1.0,0.0,0.0,1.0,0.0,0.6091924876900585
32.37,23.83,1.0,0.0,0.0,1.0,0.0,7.682957007436377
24.81,31.99,1.0,0.0,0.0,1.0,0.0,2.4874585115546894
22.58,19.51,1.0,0.0,0.0,1.0,0.0,8.06025010726799
24.61,27.79,1.0,0.0,0.0,1.0,0.0,8.62174044654538
24.07,28.38,1.0,0.0,0.0,1.0,0.0,4.290254866502474
28.6,21.96,1.0,0.0,0.0,1.0,0.0,4.025690858367976
25.6,26.37,1.0,0.0,0.0,1.0,0.0,1.9730460156120824
13.72,27.19,1.0,0.0,0.0,1.0,0.0,9.11651644615846
17.38,33.48,1.0,0.0,0.0,1.0,0.0,4.28771536809394
29.44,24.01,1.0,0.0,0.0,1.0,0.0,8.724156855515938
22.07,20.15,1.0,0.0,0.0,1.0,0.0,0.9316159808879092
22.23,27.59,1.0,0.0,0.0,1.0,0.0,3.8250706538868244
26.97,25.98,1.0,0.0,0.0,1.0,0.0,4.426846645872475
15.24,32.49,1.0,0.0,0.0,1.0,0.0,4.245375342414875
17.35,23.81,1.0,0.0,0.0,1.0,0.0,1.349698942742171
14.5,26.99,0.0,1.0,0.0,0.0,1.0,2.4928241574123544
24.91,27.27,1.0,0.0,0.0,1.0,0.0,4.285035776690997
18.21,24.19,1.0,0.0,0.0,1.0,0.0,6.586269615677211
19.73,29.91,1.0,0.0,0.0,1.0,0.0,9.119662614313404
20.25,20.07,1.0,0.0,0.0,1.0,0.0,4.244492166972638
21.14,29.51,1.0,0.0,0.0,1.0,0.0,6.605824209146921
15.6,28.79,0.0,1.0,0.0,0.0,1.0,2.4777659152943277
25.09,18.11,1.0,0.0,0.0,1.0,0.0,1.3193372293075303
21.73,26.99,1.0,0.0,0.0,1.0,0.0,8.366503537932584
21.54,30.24,1.0,0.0,0.0,1.0,0.0,8.41849788078801
21.83,27.95,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
14.0,34.26,1.0,0.0,0.0,1.0,0.0,7.734940705582633
24.81,28.69,1.0,0.0,0.0,1.0,0.0,4.6515725701360155
23.4,19.42,1.0,0.0,0.0,1.0,0.0,4.332334601867036
21.05,20.72,1.0,0.0,0.0,1.0,0.0,1.973428423228714
25.03,30.59,1.0,0.0,0.0,1.0,0.0,4.79628587479657
22.99,20.22,1.0,0.0,0.0,1.0,0.0,8.824549327281504
21.27,22.64,1.0,0.0,0.0,1.0,0.0,4.431702098529923
24.25,20.06,1.0,0.0,0.0,1.0,0.0,8.871829929695105
22.63,21.24,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
25.72,18.2,1.0,0.0,0.0,1.0,0.0,4.711753457123966
12.1,28.41,1.0,0.0,0.0,1.0,0.0,2.497155640606484
28.87,26.55,1.0,0.0,0.0,1.0,0.0,8.418150872923475
