timestamp,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Late Night,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
2020-07-12 05:14:33,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692864299027065
2020-07-12 05:15:12,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.696134344494237
2020-07-12 05:15:54,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.687407411882033
2020-07-12 05:16:08,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.682345456120368
2020-07-12 05:16:36,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68126652500269
2020-07-12 05:17:03,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68686823112741
2020-07-12 05:17:41,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.688187630552838
2020-07-12 05:18:07,29.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.685851293867069
2020-07-12 05:18:41,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692471504768994
2020-07-12 05:19:04,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.713651263891194
2020-07-12 05:19:38,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69488732086371
2020-07-12 05:20:11,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.681892712405137
2020-07-12 05:20:57,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.694031816007083
2020-07-12 05:21:29,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695199963281512
2020-07-12 05:21:44,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68261553811108
2020-07-12 05:22:11,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.683914615876162
2020-07-12 05:22:39,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68623926044508
2020-07-12 05:23:12,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689201489100148
2020-07-12 05:23:49,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.688123629360565
2020-07-12 05:24:12,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.691148569754397
2020-07-12 05:24:31,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.688500770172494
2020-07-12 05:25:06,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693484634949577
2020-07-12 05:25:31,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68889388271366
2020-07-12 05:26:29,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68680336192935
2020-07-12 05:26:49,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692394793796565
2020-07-12 05:27:02,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692393579258516
2020-07-12 05:27:30,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.687030841498016
2020-07-12 05:28:11,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695199036921407
2020-07-12 05:28:59,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693952126619674
2020-07-12 05:29:25,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69270529221758
2020-07-12 05:29:44,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.694185998265828
2020-07-12 05:30:12,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.696606327162721
2020-07-12 05:30:44,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.687578245321745
2020-07-12 05:31:23,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.676058218088038
2020-07-12 05:31:41,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.675056366702428
2020-07-12 05:32:14,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.687719868126761
2020-07-12 05:32:33,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.688344551927765
2020-07-12 05:33:04,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.685863004168484
2020-07-12 05:33:54,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.690446332194393
2020-07-12 05:34:06,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.690914253072373
2020-07-12 05:34:52,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68904633782769
2020-07-12 05:35:22,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69052886635883
2020-07-12 05:35:42,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.690525226008734
2020-07-12 05:36:19,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69044774491367
2020-07-12 05:36:50,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692083290256459
2020-07-12 05:37:14,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689122592639674
2020-07-12 05:37:33,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.686709940704244
2020-07-12 05:38:00,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.685003928841413
2020-07-12 05:38:55,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.684607157427829
2020-07-12 05:39:08,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.680957829113009
2020-07-12 05:39:42,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.681188462826203
2020-07-12 05:40:18,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.684299125901797
2020-07-12 05:40:44,29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.685622838943544
2020-07-12 05:41:02,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.683211177280318
2020-07-12 05:41:58,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.691692219696797
2020-07-12 05:42:08,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693017252255476
2020-07-12 05:42:35,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693641064309423
2020-07-12 05:43:12,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695667603452426
2020-07-12 05:43:47,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689901066827009
2020-07-12 05:44:13,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69161451619372
2020-07-12 05:44:54,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692861701088217
2020-07-12 05:45:22,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.691381415674526
2020-07-12 05:45:51,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69527729041028
2020-07-12 05:46:16,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69449762603077
2020-07-12 05:46:55,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695277744453598
2020-07-12 05:47:23,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69029082112598
2020-07-12 05:47:33,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.68912163904174
2020-07-12 05:48:22,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689745138639012
2020-07-12 05:48:39,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689434129353188
2020-07-12 05:49:09,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69200403477913
2020-07-12 05:49:38,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.691770968822933
2020-07-12 05:50:22,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69247194101908
2020-07-12 05:50:40,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.689979258252936
2020-07-12 05:51:01,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692705284980072
2020-07-12 05:51:53,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.697616040835683
2020-07-12 05:52:23,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.698316686603945
2020-07-12 05:52:52,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.692941875351922
2020-07-12 05:53:02,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693097120756816
2020-07-12 05:53:59,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.694030122840307
2020-07-12 05:54:19,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.69613414742979
2020-07-12 05:54:36,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695434135103943
2020-07-12 05:55:11,28.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.702683253654254
2020-07-12 05:55:59,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.699173693980336
2020-07-12 05:56:26,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.699957834062081
2020-07-12 05:56:55,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.697303247644752
2020-07-12 05:57:01,28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695433278421723
2020-07-12 06:08:23,41.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.763813038688367
2020-07-12 06:08:44,46.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.787174494124331
2020-07-12 06:09:22,47.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.501579680103903
2020-07-12 06:09:47,50.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.343476605768595
2020-07-12 06:10:03,50.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.243469212037038
2020-07-12 06:10:39,52.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.077242804418537
2020-07-12 06:11:06,53.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.77907021292496
2020-07-12 06:11:49,56.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.43908231687185
2020-07-12 06:12:19,57.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.073569279820902
2020-07-12 06:12:59,59.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.487469348963241
2020-07-12 06:13:22,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.214959892048272
2020-07-12 06:13:33,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.081458721653735
2020-07-12 06:14:00,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.797954830402727
2020-07-12 06:14:52,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.439409788820186
2020-07-12 06:15:21,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.360292462736771
2020-07-12 06:15:40,60.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.347171217631097
2020-07-12 06:16:24,61.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.306824241791475
2020-07-12 06:16:32,61.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.286339073671561
2020-07-12 06:17:07,61.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.06401225546473
2020-07-12 06:17:30,61.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.212696036887303
2020-07-12 06:18:20,61.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.229232389161151
2020-07-12 06:18:48,61.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232142653345845
2020-07-12 06:19:28,62.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23212876935315
2020-07-12 06:19:50,62.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23172426295296
2020-07-12 06:20:24,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.230320103855131
2020-07-12 06:20:59,70.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.227605801323469
2020-07-12 06:21:05,68.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.228001759885293
2020-07-12 06:21:30,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.227522394995024
2020-07-12 06:22:07,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.227747303191812
2020-07-12 06:22:47,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.224256208652793
2020-07-12 06:23:02,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.225090134328507
2020-07-12 06:23:54,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.228200143284749
2020-07-12 06:24:29,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.22938737166895
2020-07-12 06:24:47,64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.228878387356593
2020-07-12 06:25:26,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.230333923007933
2020-07-12 06:25:43,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23190307751807
2020-07-12 06:26:27,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233711724988401
2020-07-12 06:26:37,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233345953820104
2020-07-12 06:27:13,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232680832339993
2020-07-12 06:27:31,65.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233655297343777
2020-07-12 06:28:23,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.236947668958525
2020-07-12 06:28:33,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.237032484068292
2020-07-12 06:39:57,71.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23453098242849
2020-07-12 06:40:24,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233767868387675
2020-07-12 06:40:56,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234488696090615
2020-07-12 06:41:17,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235054070584958
2020-07-12 06:41:58,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234403541186913
2020-07-12 06:42:06,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234926429980655
2020-07-12 06:42:44,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232892676059329
2020-07-12 06:43:24,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234559636281706
2020-07-12 06:43:46,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235322226188798
2020-07-12 06:44:26,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235054657288918
2020-07-12 06:44:53,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234956345512854
2020-07-12 06:45:08,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23542224595983
2020-07-12 06:45:35,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235661516316487
2020-07-12 06:46:05,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234488696090615
2020-07-12 06:46:36,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23440505412872
2020-07-12 06:47:03,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235054070584958
2020-07-12 06:47:54,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23431992718577
2020-07-12 06:48:06,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234418736523093
2020-07-12 06:48:57,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23511034464954
2020-07-12 06:49:15,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235463580135523
2020-07-12 06:49:48,68.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235774406675587
2020-07-12 06:50:26,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233414277699167
2020-07-12 06:50:37,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233287129976304
2020-07-12 06:51:19,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.233258751450057
2020-07-12 06:51:54,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235717863770377
2020-07-12 06:52:20,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.236975750144902
2020-07-12 06:52:32,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.237272564507357
2020-07-12 06:53:01,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.237018152449117
2020-07-12 06:53:33,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.237258648824445
2020-07-12 06:54:26,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23666555889544
2020-07-12 06:54:42,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.236269522534334
2020-07-12 06:55:21,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234926429980655
2020-07-12 06:55:39,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235166685290952
2020-07-12 06:56:01,68.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235449337969024
2020-07-12 06:56:33,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23506806118085
2020-07-12 06:57:28,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23252461406565
2020-07-12 06:57:50,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.23256956285604
2020-07-12 06:58:03,66.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.2334022431392
2020-07-12 06:58:50,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232456852747857
2020-07-12 06:59:10,66.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.234209006517917
2020-07-12 06:59:40,66.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.235155104512883
2020-07-12 07:00:00,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.235526303495517
2020-07-12 07:00:39,63.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.237218250789592
2020-07-12 07:01:24,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.235930807977198
2020-07-12 07:01:32,60.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.236100333681204
2020-07-12 07:02:02,56.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.235237616647987
2020-07-12 07:02:30,55.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.2364813284404
2020-07-12 07:03:24,50.0,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.235915747071163
2020-07-12 07:03:33,50.0,38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.235562402400886
2020-07-12 07:04:25,47.0,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.232905452170732
2020-07-12 07:04:47,46.0,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.23308920696303
2020-07-12 07:05:02,45.0,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.23430458405945
2020-07-12 07:05:42,42.0,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.232622972904156
2020-07-12 07:06:08,41.0,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.233315453473464
